"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MD,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
MD,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,92,26,01/01/2019,12/31/2019
MD,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,98,"25, 26",10/01/2019,09/30/2020
MD,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
MD,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60,26,10/01/2019,09/30/2020
MD,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,87,26,10/01/2019,09/30/2020
MD,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,82,26,10/01/2019,09/30/2020
MD,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80,26,10/01/2019,09/30/2020
MD,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,26,10/01/2019,09/30/2020
ME,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,92,,10/01/2019,03/31/2020
ME,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,142,"25, 26",10/01/2019,09/30/2020
ME,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),164,"25, 26",10/01/2019,09/30/2020
ME,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),129,"25, 26",10/01/2019,09/30/2020
ME,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),160,"25, 26",10/01/2019,09/30/2020
ME,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),227,"25, 26",10/01/2019,09/30/2020
ME,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,310,25,10/01/2019,09/30/2020
ME,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),410,25,10/01/2019,09/30/2020
ME,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),258,25,10/01/2019,09/30/2020
ME,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),317,25,10/01/2019,09/30/2020
ME,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),394,25,10/01/2019,09/30/2020
ME,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,69,"25, 26",10/01/2019,09/30/2020
ME,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2019,12/31/2019
ME,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,58,25,10/01/2019,09/30/2020
ME,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,98,26,01/01/2019,12/31/2019
ME,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
ME,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,90,26,01/01/2019,12/31/2019
ME,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,72,"25, 26",10/01/2019,09/30/2020
ME,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",0,26,10/01/2019,09/30/2020
ME,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,70,26,10/01/2019,09/30/2020
ME,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,90,26,10/01/2019,09/30/2020
ME,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83,26,10/01/2019,09/30/2020
ME,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85,26,10/01/2019,09/30/2020
ME,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,26,10/01/2019,09/30/2020
MI,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,92,,10/01/2019,03/31/2020
MI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,142,"25, 26",10/01/2019,09/30/2020
MI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),164,"25, 26",10/01/2019,09/30/2020
MI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),121,"25, 26",10/01/2019,09/30/2020
MI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),146,"25, 26",10/01/2019,09/30/2020
MI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),190,"25, 26",10/01/2019,09/30/2020
MI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,257,25,10/01/2019,09/30/2020
MI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),254,25,10/01/2019,09/30/2020
MI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),210,25,10/01/2019,09/30/2020
MI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),246,25,10/01/2019,09/30/2020
MI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),361,25,10/01/2019,09/30/2020
MI,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,64,"25, 26",10/01/2019,09/30/2020
MI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2019,12/31/2019
MI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,10/01/2019,09/30/2020
MI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94,26,01/01/2019,12/31/2019
MI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,93,,01/01/2019,12/31/2019
MI,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,90,26,01/01/2019,12/31/2019
MI,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,54,"25, 26",10/01/2019,09/30/2020
MI,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
MI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57,26,10/01/2019,09/30/2020
MI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,84,26,10/01/2019,09/30/2020
MI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,78,26,10/01/2019,09/30/2020
MI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77,26,10/01/2019,09/30/2020
MI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,26,10/01/2019,09/30/2020
MN,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,87,,10/01/2019,03/31/2020
MN,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,123,"25, 26",10/01/2019,09/30/2020
MN,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),180,"25, 26",10/01/2019,09/30/2020
MN,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),112,"25, 26",10/01/2019,09/30/2020
MN,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),146,"25, 26",10/01/2019,09/30/2020
MN,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),182,"25, 26",10/01/2019,09/30/2020
