State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
ME,ME,2017,July,Number of Drug Overdose Deaths,355,358,99.5+,0.006986167388571,Underreported due to incomplete data
ME,ME,2017,August,Number of Drug Overdose Deaths,362,367,99.5+,0.00695458654983,Underreported due to incomplete data
ME,ME,2017,September,Number of Drug Overdose Deaths,376,380,99.5+,0.006912760956726,Underreported due to incomplete data
ME,ME,2017,October,Number of Drug Overdose Deaths,394,398,99.5+,0.006918500069185,Underreported due to incomplete data
ME,ME,2017,November,Number of Drug Overdose Deaths,396,399,99.5+,0.006907031357922,Underreported due to incomplete data
ME,ME,2017,December,Number of Drug Overdose Deaths,409,409,99.5+,0.006896551724138,Underreported due to incomplete data
ME,ME,2018,January,Number of Drug Overdose Deaths,408,407,99.5+,0.006853070175439,Underreported due to incomplete data
ME,ME,2018,February,Number of Drug Overdose Deaths,411,412,99.5+,0.006835269993165,Underreported due to incomplete data
ME,ME,2015,January,"Opioids (T40.0-T40.4,T40.6)",171,174,100,0.058706978792104,
ME,ME,2015,February,"Opioids (T40.0-T40.4,T40.6)",181,184,100,0.043336944745395,
ME,ME,2015,March,"Opioids (T40.0-T40.4,T40.6)",196,198,100,0.02877490827998,
ME,ME,2015,April,"Opioids (T40.0-T40.4,T40.6)",211,213,100,0.021439291074108,
ME,ME,2015,May,"Opioids (T40.0-T40.4,T40.6)",208,210,100,0.014262283391571,
ME,ME,2015,June,"Opioids (T40.0-T40.4,T40.6)",209,211,100,0.014269406392694,
ME,ME,2015,July,"Opioids (T40.0-T40.4,T40.6)",223,225,100,0.014232849416453,
ME,ME,2015,August,"Opioids (T40.0-T40.4,T40.6)",219,221,100,0.014105367092179,
ME,ME,2015,September,"Opioids (T40.0-T40.4,T40.6)",232,234,100,0.006994963626189,
ME,ME,2015,October,"Opioids (T40.0-T40.4,T40.6)",237,239,100,0.00695991091314,
ME,ME,2015,November,"Opioids (T40.0-T40.4,T40.6)",241,242,100,0,
ME,ME,2015,December,"Opioids (T40.0-T40.4,T40.6)",235,236,100,0,
ME,ME,2016,January,"Opioids (T40.0-T40.4,T40.6)",235,236,100,0,
ME,ME,2016,February,"Opioids (T40.0-T40.4,T40.6)",232,233,100,0,
ME,ME,2016,March,"Opioids (T40.0-T40.4,T40.6)",237,238,100,0,
ME,ME,2016,April,"Opioids (T40.0-T40.4,T40.6)",246,247,100,0,
ME,ME,2016,May,"Opioids (T40.0-T40.4,T40.6)",257,259,100,0,
ME,ME,2016,June,"Opioids (T40.0-T40.4,T40.6)",273,275,100,0,
ME,ME,2016,July,"Opioids (T40.0-T40.4,T40.6)",283,285,100,0,
ME,ME,2016,August,"Opioids (T40.0-T40.4,T40.6)",291,293,100,0,
ME,ME,2016,September,"Opioids (T40.0-T40.4,T40.6)",290,292,100,0,
ME,ME,2016,October,"Opioids (T40.0-T40.4,T40.6)",284,286,100,0,
ME,ME,2016,November,"Opioids (T40.0-T40.4,T40.6)",288,290,100,0,
ME,ME,2016,December,"Opioids (T40.0-T40.4,T40.6)",306,308,100,0,
ME,ME,2017,January,"Opioids (T40.0-T40.4,T40.6)",316,315,100,0,Underreported due to incomplete data
ME,ME,2017,February,"Opioids (T40.0-T40.4,T40.6)",315,315,100,0,Underreported due to incomplete data
ME,ME,2017,March,"Opioids (T40.0-T40.4,T40.6)",316,316,100,0,Underreported due to incomplete data
ME,ME,2017,April,"Opioids (T40.0-T40.4,T40.6)",324,324,100,0,Underreported due to incomplete data
ME,ME,2017,May,"Opioids (T40.0-T40.4,T40.6)",319,319,100,0,Underreported due to incomplete data
ME,ME,2017,June,"Opioids (T40.0-T40.4,T40.6)",311,313,99.5+,0.006967670011148,Underreported due to incomplete data
ME,ME,2017,July,"Opioids (T40.0-T40.4,T40.6)",310,313,99.5+,0.006986167388571,Underreported due to incomplete data
ME,ME,2017,August,"Opioids (T40.0-T40.4,T40.6)",314,318,99.5+,0.00695458654983,Underreported due to incomplete data
ME,ME,2017,September,"Opioids (T40.0-T40.4,T40.6)",323,327,99.5+,0.006912760956726,Underreported due to incomplete data
ME,ME,2017,October,"Opioids (T40.0-T40.4,T40.6)",339,342,99.5+,0.006918500069185,Underreported due to incomplete data
ME,ME,2017,November,"Opioids (T40.0-T40.4,T40.6)",340,343,99.5+,0.006907031357922,Underreported due to incomplete data
ME,ME,2017,December,"Opioids (T40.0-T40.4,T40.6)",348,348,99.5+,0.006896551724138,Underreported due to incomplete data
ME,ME,2018,January,"Opioids (T40.0-T40.4,T40.6)",345,344,99.5+,0.006853070175439,Underreported due to incomplete data
ME,ME,2018,February,"Opioids (T40.0-T40.4,T40.6)",349,350,99.5+,0.006835269993165,Underreported due to incomplete data
ME,ME,2015,January,Percent with drugs specified,99.0610328638498,,100,0.058706978792104,
ME,ME,2015,February,Percent with drugs specified,99.5412844036697,,100,0.043336944745395,
ME,ME,2015,March,Percent with drugs specified,99.5652173913043,,100,0.02877490827998,
ME,ME,2015,April,Percent with drugs specified,99.1769547325103,,100,0.021439291074108,
ME,ME,2015,May,Percent with drugs specified,99.163179916318,,100,0.014262283391571,
ME,ME,2015,June,Percent with drugs specified,99.1596638655462,,100,0.014269406392694,
ME,ME,2015,July,Percent with drugs specified,99.2094861660079,,100,0.014232849416453,
ME,ME,2015,August,Percent with drugs specified,99.1836734693878,,100,0.014105367092179,
ME,ME,2015,September,Percent with drugs specified,99.2248062015504,,100,0.006994963626189,
ME,ME,2015,October,Percent with drugs specified,98.8679245283019,,100,0.00695991091314,
ME,ME,2015,November,Percent with drugs specified,98.5239852398524,,100,0,
ME,ME,2015,December,Percent with drugs specified,98.501872659176,,100,0,
ME,ME,2016,January,Percent with drugs specified,98.5185185185185,,100,0,
ME,ME,2016,February,Percent with drugs specified,98.5239852398524,,100,0,
ME,ME,2016,March,Percent with drugs specified,98.5663082437276,,100,0,
ME,ME,2016,April,Percent with drugs specified,98.9655172413793,,100,0,
ME,ME,2016,May,Percent with drugs specified,98.6798679867987,,100,0,
ME,ME,2016,June,Percent with drugs specified,98.7767584097859,,100,0,
ME,ME,2016,July,Percent with drugs specified,98.8023952095808,,100,0,
ME,ME,2016,August,Percent with drugs specified,99.1304347826087,,100,0,
ME,ME,2016,September,Percent with drugs specified,99.1228070175439,,100,0,
ME,ME,2016,October,Percent with drugs specified,99.1097922848665,,100,0,
ME,ME,2016,November,Percent with drugs specified,99.1202346041056,,100,0,
ME,ME,2016,December,Percent with drugs specified,99.1596638655462,,100,0,
ME,ME,2017,January,Percent with drugs specified,98.9130434782609,,100,0,Underreported due to incomplete data
ME,ME,2017,February,Percent with drugs specified,98.6338797814208,,100,0,Underreported due to incomplete data
ME,ME,2017,March,Percent with drugs specified,98.3695652173913,,100,0,Underreported due to incomplete data
ME,ME,2017,April,Percent with drugs specified,98.4,,100,0,Underreported due to incomplete data
ME,ME,2017,May,Percent with drugs specified,98.3739837398374,,100,0,Underreported due to incomplete data
ME,ME,2017,June,Percent with drugs specified,98.314606741573,,99.5+,0.006967670011148,Underreported due to incomplete data
ME,ME,2017,July,Percent with drugs specified,98.0281690140845,,99.5+,0.006986167388571,Underreported due to incomplete data
ME,ME,2017,August,Percent with drugs specified,98.0662983425414,,99.5+,0.00695458654983,Underreported due to incomplete data
ME,ME,2017,September,Percent with drugs specified,98.1382978723404,,99.5+,0.006912760956726,Underreported due to incomplete data
ME,ME,2017,October,Percent with drugs specified,98.4771573604061,,99.5+,0.006918500069185,Underreported due to incomplete data
ME,ME,2017,November,Percent with drugs specified,98.7373737373737,,99.5+,0.006907031357922,Underreported due to incomplete data
ME,ME,2017,December,Percent with drugs specified,98.7775061124694,,99.5+,0.006896551724138,Underreported due to incomplete data
ME,ME,2018,January,Percent with drugs specified,99.0196078431373,,99.5+,0.006853070175439,Underreported due to incomplete data
ME,ME,2018,February,Percent with drugs specified,99.0267639902676,,99.5+,0.006835269993165,Underreported due to incomplete data
ME,ME,2015,January,Psychostimulants with abuse potential (T43.6),15,16,100,0.058706978792104,
ME,ME,2015,February,Psychostimulants with abuse potential (T43.6),15,16,100,0.043336944745395,
ME,ME,2015,March,Psychostimulants with abuse potential (T43.6),17,18,100,0.02877490827998,
ME,ME,2015,April,Psychostimulants with abuse potential (T43.6),21,22,100,0.021439291074108,
ME,ME,2015,May,Psychostimulants with abuse potential (T43.6),20,21,100,0.014262283391571,
ME,ME,2015,June,Psychostimulants with abuse potential (T43.6),22,23,100,0.014269406392694,
ME,ME,2015,July,Psychostimulants with abuse potential (T43.6),22,23,100,0.014232849416453,
ME,ME,2015,August,Psychostimulants with abuse potential (T43.6),19,20,100,0.014105367092179,
ME,ME,2015,September,Psychostimulants with abuse potential (T43.6),19,20,100,0.006994963626189,
ME,ME,2015,October,Psychostimulants with abuse potential (T43.6),19,20,100,0.00695991091314,
ME,ME,2015,November,Psychostimulants with abuse potential (T43.6),21,22,100,0,
ME,ME,2015,December,Psychostimulants with abuse potential (T43.6),22,23,100,0,
ME,ME,2016,January,Psychostimulants with abuse potential (T43.6),23,24,100,0,
ME,ME,2016,February,Psychostimulants with abuse potential (T43.6),28,29,100,0,
ME,ME,2016,March,Psychostimulants with abuse potential (T43.6),25,26,100,0,
ME,ME,2016,April,Psychostimulants with abuse potential (T43.6),22,23,100,0,
ME,ME,2016,May,Psychostimulants with abuse potential (T43.6),24,25,100,0,
ME,ME,2016,June,Psychostimulants with abuse potential (T43.6),26,27,100,0,
ME,ME,2016,July,Psychostimulants with abuse potential (T43.6),29,30,100,0,
ME,ME,2016,August,Psychostimulants with abuse potential (T43.6),30,31,100,0,
ME,ME,2016,September,Psychostimulants with abuse potential (T43.6),31,32,100,0,
ME,ME,2016,October,Psychostimulants with abuse potential (T43.6),32,33,100,0,
ME,ME,2016,November,Psychostimulants with abuse potential (T43.6),30,31,100,0,
ME,ME,2016,December,Psychostimulants with abuse potential (T43.6),31,32,100,0,
ME,ME,2017,January,Psychostimulants with abuse potential (T43.6),31,32,100,0,Underreported due to incomplete data
ME,ME,2017,February,Psychostimulants with abuse potential (T43.6),28,29,100,0,Underreported due to incomplete data
ME,ME,2017,March,Psychostimulants with abuse potential (T43.6),32,33,100,0,Underreported due to incomplete data
ME,ME,2017,April,Psychostimulants with abuse potential (T43.6),35,36,100,0,Underreported due to incomplete data
ME,ME,2017,May,Psychostimulants with abuse potential (T43.6),32,33,100,0,Underreported due to incomplete data
ME,ME,2017,June,Psychostimulants with abuse potential (T43.6),31,32,99.5+,0.006967670011148,Underreported due to incomplete data
ME,ME,2017,July,Psychostimulants with abuse potential (T43.6),30,31,99.5+,0.006986167388571,Underreported due to incomplete data
ME,ME,2017,August,Psychostimulants with abuse potential (T43.6),30,31,99.5+,0.00695458654983,Underreported due to incomplete data
ME,ME,2017,September,Psychostimulants with abuse potential (T43.6),35,36,99.5+,0.006912760956726,Underreported due to incomplete data
ME,ME,2017,October,Psychostimulants with abuse potential (T43.6),37,38,99.5+,0.006918500069185,Underreported due to incomplete data
ME,ME,2017,November,Psychostimulants with abuse potential (T43.6),38,39,99.5+,0.006907031357922,Underreported due to incomplete data
ME,ME,2017,December,Psychostimulants with abuse potential (T43.6),40,40,99.5+,0.006896551724138,Underreported due to incomplete data
ME,ME,2018,January,Psychostimulants with abuse potential (T43.6),43,44,99.5+,0.006853070175439,Underreported due to incomplete data
ME,ME,2018,February,Psychostimulants with abuse potential (T43.6),43,44,99.5+,0.006835269993165,Underreported due to incomplete data
ME,ME,2015,January,"Synthetic opioids, excl. methadone (T40.4)",59,61,100,0.058706978792104,
ME,ME,2015,February,"Synthetic opioids, excl. methadone (T40.4)",63,65,100,0.043336944745395,
ME,ME,2015,March,"Synthetic opioids, excl. methadone (T40.4)",70,71,100,0.02877490827998,
ME,ME,2015,April,"Synthetic opioids, excl. methadone (T40.4)",81,82,100,0.021439291074108,
ME,ME,2015,May,"Synthetic opioids, excl. methadone (T40.4)",83,84,100,0.014262283391571,
ME,ME,2015,June,"Synthetic opioids, excl. methadone (T40.4)",80,81,100,0.014269406392694,
ME,ME,2015,July,"Synthetic opioids, excl. methadone (T40.4)",89,90,100,0.014232849416453,
ME,ME,2015,August,"Synthetic opioids, excl. methadone (T40.4)",96,98,100,0.014105367092179,
ME,ME,2015,September,"Synthetic opioids, excl. methadone (T40.4)",98,99,100,0.006994963626189,
ME,ME,2015,October,"Synthetic opioids, excl. methadone (T40.4)",107,108,100,0.00695991091314,
ME,ME,2015,November,"Synthetic opioids, excl. methadone (T40.4)",113,114,100,0,
ME,ME,2015,December,"Synthetic opioids, excl. methadone (T40.4)",110,111,100,0,
ME,ME,2016,January,"Synthetic opioids, excl. methadone (T40.4)",111,112,100,0,
ME,ME,2016,February,"Synthetic opioids, excl. methadone (T40.4)",115,116,100,0,
ME,ME,2016,March,"Synthetic opioids, excl. methadone (T40.4)",125,126,100,0,
ME,ME,2016,April,"Synthetic opioids, excl. methadone (T40.4)",131,133,100,0,
ME,ME,2016,May,"Synthetic opioids, excl. methadone (T40.4)",139,141,100,0,
ME,ME,2016,June,"Synthetic opioids, excl. methadone (T40.4)",154,156,100,0,
ME,ME,2016,July,"Synthetic opioids, excl. methadone (T40.4)",164,166,100,0,
ME,ME,2016,August,"Synthetic opioids, excl. methadone (T40.4)",168,170,100,0,
ME,ME,2016,September,"Synthetic opioids, excl. methadone (T40.4)",181,183,100,0,
ME,ME,2016,October,"Synthetic opioids, excl. methadone (T40.4)",175,177,100,0,
ME,ME,2016,November,"Synthetic opioids, excl. methadone (T40.4)",185,187,100,0,
ME,ME,2016,December,"Synthetic opioids, excl. methadone (T40.4)",204,206,100,0,
ME,ME,2017,January,"Synthetic opioids, excl. methadone (T40.4)",212,212,100,0,Underreported due to incomplete data
ME,ME,2017,February,"Synthetic opioids, excl. methadone (T40.4)",211,211,100,0,Underreported due to incomplete data
ME,ME,2017,March,"Synthetic opioids, excl. methadone (T40.4)",216,217,100,0,Underreported due to incomplete data
ME,ME,2017,April,"Synthetic opioids, excl. methadone (T40.4)",232,234,100,0,Underreported due to incomplete data
ME,ME,2017,May,"Synthetic opioids, excl. methadone (T40.4)",233,236,100,0,Underreported due to incomplete data
ME,ME,2017,June,"Synthetic opioids, excl. methadone (T40.4)",232,237,99.5+,0.006967670011148,Underreported due to incomplete data
ME,ME,2017,July,"Synthetic opioids, excl. methadone (T40.4)",231,236,99.5+,0.006986167388571,Underreported due to incomplete data
ME,ME,2017,August,"Synthetic opioids, excl. methadone (T40.4)",238,243,99.5+,0.00695458654983,Underreported due to incomplete data
ME,ME,2017,September,"Synthetic opioids, excl. methadone (T40.4)",243,247,99.5+,0.006912760956726,Underreported due to incomplete data
ME,ME,2017,October,"Synthetic opioids, excl. methadone (T40.4)",258,262,99.5+,0.006918500069185,Underreported due to incomplete data
ME,ME,2017,November,"Synthetic opioids, excl. methadone (T40.4)",254,257,99.5+,0.006907031357922,Underreported due to incomplete data
ME,ME,2017,December,"Synthetic opioids, excl. methadone (T40.4)",262,262,99.5+,0.006896551724138,Underreported due to incomplete data
ME,ME,2018,January,"Synthetic opioids, excl. methadone (T40.4)",265,265,99.5+,0.006853070175439,Underreported due to incomplete data
ME,ME,2018,February,"Synthetic opioids, excl. methadone (T40.4)",271,272,99.5+,0.006835269993165,Underreported due to incomplete data
MI,MI,2015,January,Number of Deaths,93274,,100,0.045028625340395,
MI,MI,2015,February,Number of Deaths,93559,,100,0.045960303124232,
MI,MI,2015,March,Number of Deaths,94086,,100,0.045702867589227,
MI,MI,2015,April,Number of Deaths,94589,,100,0.046517036864752,
MI,MI,2015,May,Number of Deaths,94659,,100,0.045426214094804,
MI,MI,2015,June,Number of Deaths,94937,,100,0.048453184743567,
MI,MI,2015,July,Number of Deaths,95051,,100,0.052603339259976,
MI,MI,2015,August,Number of Deaths,95190,,100,0.051475995377666,
MI,MI,2015,September,Number of Deaths,95072,,100,0.048384382362841,
MI,MI,2015,October,Number of Deaths,95079,,100,0.044173792320071,
MI,MI,2015,November,Number of Deaths,94631,,100,0.041212710422589,
MI,MI,2015,December,Number of Deaths,93920,,100,0.033006814310051,
MI,MI,2016,January,Number of Deaths,93137,,100,0.034357988769232,
MI,MI,2016,February,Number of Deaths,93407,,100,0.034258674403417,
MI,MI,2016,March,Number of Deaths,93268,,100,0.036454089291075,
MI,MI,2016,April,Number of Deaths,93368,,100,0.041770199640134,
MI,MI,2016,May,Number of Deaths,93535,,100,0.044902977495055,
MI,MI,2016,June,Number of Deaths,93472,,100,0.049212598425197,
MI,MI,2016,July,Number of Deaths,93394,,100,0.050324431976358,
MI,MI,2016,August,Number of Deaths,93445,,100,0.05992830006956,
MI,MI,2016,September,Number of Deaths,93753,,100,0.062931319531108,
MI,MI,2016,October,Number of Deaths,93939,,100,0.068129317961656,
MI,MI,2016,November,Number of Deaths,94283,,100,0.071062651803612,
MI,MI,2016,December,Number of Deaths,94840,,100,0.087515816111345,
MI,MI,2017,January,Number of Deaths,95468,,100,0.084845183726484,Underreported due to incomplete data
MI,MI,2017,February,Number of Deaths,95549,,100,0.085819841128636,Underreported due to incomplete data
MI,MI,2017,March,Number of Deaths,96017,,100,0.085401543476676,Underreported due to incomplete data
MI,MI,2017,April,Number of Deaths,96144,,100,0.080088201031786,Underreported due to incomplete data
MI,MI,2017,May,Number of Deaths,96115,,100,0.07699110440618,Underreported due to incomplete data
MI,MI,2017,June,Number of Deaths,96218,,100,0.071712153651084,Underreported due to incomplete data
