Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Clarion,06/22/2020,1,0.1,33,38779,2.6,0.4,85.1
Pennsylvania,04/19/2020,948,1312.4,34795,12807060,7.4,10.2,271.7
Crawford,06/25/2020,1,1.6,53,85063,1.2,1.8,62.3
Wayne,07/23/2020,0,0.6,151,51276,0,1.1,294.5
Clearfield,08/04/2020,2,3.6,148,79388,2.5,4.5,186.4
Adams,09/09/2020,1,4.6,724,102811,1,4.4,704.2
Fulton,08/31/2020,0,0,34,14523,0,0,234.1
Beaver,11/15/2020,27,50.6,2865,164742,16.4,30.7,1739.1
Monroe,08/21/2020,1,3.3,1688,169507,0.6,1.9,995.8
Huntingdon,07/01/2020,0,1.3,252,45168,0,2.8,557.9
Centre,07/05/2020,1,3.9,230,162805,0.6,2.4,141.3
Cameron,06/22/2020,0,0,2,4492,0,0,44.5
Lycoming,05/26/2020,0,0.4,163,113664,0,0.4,143.4
Erie,07/23/2020,25,10.9,843,272061,9.2,4,309.9
Greene,03/31/2020,0,1,9,36506,0,2.7,24.7
Bradford,11/14/2020,49,33.6,1365,60833,80.5,55.2,2243.8
Warren,08/19/2020,0,0.1,23,39498,0,0.4,58.2
Susquehanna,10/13/2020,3,5.3,356,40589,7.4,13,877.1
Armstrong,06/13/2020,0,0.3,67,65263,0,0.4,102.7
Venango,11/21/2020,26,25.3,728,51266,50.7,49.3,1420
Cameron,08/01/2020,0,0.1,6,4492,0,3.2,133.6
Somerset,07/27/2020,3,2.1,115,73952,4.1,2.9,155.5
Huntingdon,05/13/2020,3,8.3,203,45168,6.6,18.3,449.4
Sullivan,08/12/2020,0,0,10,6071,0,0,164.7
Carbon,05/26/2020,1,1.7,233,64227,1.6,2.7,362.8
Somerset,07/15/2020,2,2.7,89,73952,2.7,3.7,120.3
Armstrong,10/04/2020,7,4.1,472,65263,10.7,6.3,723.2
Lawrence,10/07/2020,23,7.9,597,86184,26.7,9.1,692.7
Mckean,04/28/2020,1,0.1,9,40968,2.4,0.3,22
Elk,04/02/2020,0,0,0,30169,0,0,0
Montour,05/01/2020,1,0.4,49,18240,5.5,2.3,268.6
Warren,05/23/2020,0,0.1,3,39498,0,0.4,7.6
Clearfield,04/03/2020,2,0.7,7,79388,2.5,0.9,8.8
Bradford,08/20/2020,0,0.1,99,60833,0,0.2,162.7
Centre,07/21/2020,4,5.3,300,162805,2.5,3.2,184.3
Forest,09/15/2020,0,0,14,7279,0,0,192.3
Cumberland,07/17/2020,12,10.3,1019,251423,4.8,4.1,405.3
Washington,09/03/2020,7,13.4,1119,207346,3.4,6.5,539.7
Wayne,05/06/2020,2,1.6,104,51276,3.9,3.1,202.8
Juniata,04/13/2020,4,4.3,46,24704,16.2,17.3,186.2
Clarion,08/27/2020,0,0.4,98,38779,0,1.1,252.7
Crawford,10/22/2020,9,9.1,438,85063,10.6,10.7,514.9
Huntingdon,06/22/2020,0,0.1,240,45168,0,0.3,531.3
Cambria,04/21/2020,1,0.9,20,131730,0.8,0.7,15.2
Clearfield,03/28/2020,0,0.3,2,79388,0,0.4,2.5
Potter,10/30/2020,2,1.7,60,16622,12,10.3,361
Northumberland,10/28/2020,27,12.7,1558,91083,29.6,14,1710.5
Wyoming,04/03/2020,2,0.6,5,27046,7.4,2.1,18.5
Adams,03/25/2020,0,0.9,7,102811,0,0.8,6.8
Crawford,04/15/2020,0,0.6,19,85063,0,0.7,22.3
Huntingdon,08/03/2020,0,0.9,292,45168,0,1.9,646.5
Northampton,04/25/2020,37,58.1,1985,304807,12.1,19.1,651.2
Chester,07/31/2020,41,41.1,4885,522046,7.9,7.9,935.7
Tioga,04/11/2020,0,1.4,13,40763,0,3.5,31.9
Clarion,09/09/2020,0,1.3,107,38779,0,3.3,275.9
Northumberland,10/18/2020,84,21,1433,91083,92.2,23.1,1573.3
Forest,10/23/2020,0,0,18,7279,0,0,247.3
Armstrong,09/13/2020,2,4.9,385,65263,3.1,7.4,589.9
Warren,10/11/2020,0,1.4,55,39498,0,3.6,139.2
Indiana,03/29/2020,0,0.4,3,84501,0,0.5,3.6
Westmoreland,09/01/2020,17,10.7,1843,350611,4.8,3.1,525.7
Warren,04/22/2020,0,0,1,39498,0,0,2.5
Cameron,04/23/2020,0,0,1,4492,0,0,22.3
Monroe,04/02/2020,71,43.7,408,169507,41.9,25.8,240.7
Crawford,08/29/2020,7,3.6,220,85063,8.2,4.2,258.6
Bedford,11/29/2020,10,48,1565,48176,20.8,99.6,3248.5
Monroe,10/16/2020,8,7.6,1914,169507,4.7,4.5,1129.2
Lackawanna,04/12/2020,30,39.1,475,210793,14.2,18.6,225.3
Columbia,04/03/2020,6,2.4,22,65456,9.2,3.7,33.6
Northampton,10/10/2020,31,34.9,4862,304807,10.2,11.4,1595.1
Mifflin,08/27/2020,3,2.7,155,46222,6.5,5.9,335.3
Lackawanna,08/28/2020,33,10.4,2059,210793,15.7,4.9,976.8
Indiana,03/27/2020,0,0.3,2,84501,0,0.3,2.4
Clarion,04/11/2020,0,1.4,16,38779,0,3.7,41.3
Armstrong,06/20/2020,0,0.3,69,65263,0,0.4,105.7
Montour,04/29/2020,0,0.1,47,18240,0,0.8,257.7
Berks,06/19/2020,14,12,4384,420152,3.3,2.9,1043.4
Lycoming,11/24/2020,47,54.3,1844,113664,41.3,47.8,1622.3
Carbon,07/15/2020,3,2.1,308,64227,4.7,3.3,479.5
Tioga,05/14/2020,0,0,16,40763,0,0,39.3
Lackawanna,04/06/2020,42,23.4,243,210793,19.9,11.1,115.3
Erie,08/15/2020,8,15.4,1218,272061,2.9,5.7,447.7
Potter,04/04/2020,0,0.1,3,16622,0,0.9,18
Columbia,06/14/2020,3,2.7,384,65456,4.6,4.1,586.7
Chester,07/22/2020,52,46.9,4477,522046,10,9,857.6
Forest,08/26/2020,0,0.1,14,7279,0,2,192.3
Monroe,06/14/2020,3,1.7,1357,169507,1.8,1,800.6
Tioga,04/08/2020,0,1.1,10,40763,0,2.8,24.5
Fulton,10/02/2020,0,0.6,51,14523,0,3.9,351.2
Tioga,05/08/2020,0,0,16,40763,0,0,39.3
Pennsylvania,05/28/2020,580,548.1,70883,12807060,4.5,4.3,553.5
Fayette,06/13/2020,0,0,100,130441,0,0,76.7
Northampton,04/19/2020,18,47.7,1596,304807,5.9,15.7,523.6
Lehigh,09/11/2020,19,14.6,5375,368100,5.2,4,1460.2
Susquehanna,05/23/2020,0,2,100,40589,0,4.9,246.4
Bucks,03/10/2020,2,0.3,2,628195,0.3,0,0.3
Westmoreland,05/18/2020,0,1.6,432,350611,0,0.4,123.2
Wayne,06/19/2020,1,0.4,130,51276,2,0.8,253.5
Wyoming,09/01/2020,0,0.3,69,27046,0,1.1,255.1
Armstrong,11/25/2020,59,41.9,1688,65263,90.4,64.1,2586.5
Cameron,08/26/2020,0,0,8,4492,0,0,178.1
Washington,05/30/2020,0,0.1,142,207346,0,0.1,68.5
Somerset,04/21/2020,1,0.9,20,73952,1.4,1.2,27
Lycoming,04/12/2020,5,3.1,33,113664,4.4,2.8,29
Lycoming,04/01/2020,0,0.7,6,113664,0,0.6,5.3
Washington,05/04/2020,0,1.4,127,207346,0,0.7,61.3
Clinton,06/09/2020,0,0.1,61,38684,0,0.4,157.7
Susquehanna,03/01/2020,0,,0,40589,0,,0
Susquehanna,03/02/2020,0,,0,40589,0,,0
Susquehanna,03/03/2020,0,,0,40589,0,,0
Susquehanna,03/04/2020,0,,0,40589,0,,0
Susquehanna,03/05/2020,0,,0,40589,0,,0
Susquehanna,03/06/2020,0,,0,40589,0,,0
Susquehanna,03/07/2020,0,,0,40589,0,,0
Susquehanna,03/08/2020,0,0,0,40589,0,0,0
Susquehanna,03/09/2020,0,0,0,40589,0,0,0
Susquehanna,03/10/2020,0,0,0,40589,0,0,0
Susquehanna,03/11/2020,0,0,0,40589,0,0,0
Susquehanna,03/12/2020,0,0,0,40589,0,0,0
Susquehanna,03/13/2020,0,0,0,40589,0,0,0
Susquehanna,03/14/2020,0,0,0,40589,0,0,0
Susquehanna,03/15/2020,0,0,0,40589,0,0,0
Susquehanna,03/16/2020,0,0,0,40589,0,0,0
Susquehanna,03/17/2020,0,0,0,40589,0,0,0
Susquehanna,03/18/2020,0,0,0,40589,0,0,0
Susquehanna,03/19/2020,0,0,0,40589,0,0,0
Susquehanna,03/20/2020,0,0,0,40589,0,0,0
Susquehanna,03/21/2020,0,0,0,40589,0,0,0
Susquehanna,03/22/2020,0,0,0,40589,0,0,0
Susquehanna,03/23/2020,0,0,0,40589,0,0,0
Susquehanna,03/24/2020,0,0,0,40589,0,0,0
Wayne,10/11/2020,0,1.1,265,51276,0,2.2,516.8
Clearfield,06/06/2020,0,1,49,79388,0,1.3,61.7
Fulton,10/14/2020,2,0.7,61,14523,13.8,4.9,420
Somerset,05/16/2020,1,0.1,33,73952,1.4,0.2,44.6
Wyoming,06/07/2020,1,0.3,38,27046,3.7,1.1,140.5
Centre,05/17/2020,1,1.6,140,162805,0.6,1,86
Warren,06/08/2020,0,0.3,5,39498,0,0.7,12.7
Forest,05/11/2020,0,0,7,7279,0,0,96.2
Bedford,10/02/2020,5,2.9,259,48176,10.4,5.9,537.6
Montour,08/15/2020,2,1.4,111,18240,11,7.8,608.6
Mckean,09/11/2020,2,0.7,47,40968,4.9,1.7,114.7
Forest,10/10/2020,1,0.1,16,7279,13.7,2,219.8
Somerset,05/30/2020,0,0.1,38,73952,0,0.2,51.4
Clinton,04/24/2020,3,1.3,20,38684,7.8,3.3,51.7
Columbia,08/11/2020,3,1.7,481,65456,4.6,2.6,734.8
Elk,05/18/2020,0,0.1,6,30169,0,0.5,19.9
Dauphin,10/01/2020,21,19.4,3900,277097,7.6,7,1407.4
Mercer,05/21/2020,5,2.7,104,110683,4.5,2.5,94
Blair,04/22/2020,1,0.3,17,122492,0.8,0.2,13.9
Tioga,09/18/2020,6,1.6,63,40763,14.7,3.9,154.6
Montgomery,07/12/2020,19,33.1,8944,828604,2.3,4,1079.4
Fulton,05/21/2020,0,0.3,14,14523,0,2,96.4
Forest,11/02/2020,0,0,19,7279,0,0,261
Indiana,08/10/2020,7,7.9,334,84501,8.3,9.3,395.3
Bedford,09/17/2020,1,3.4,224,48176,2.1,7.1,465
Armstrong,05/18/2020,0,0.4,58,65263,0,0.7,88.9
Mercer,10/16/2020,16,9,883,110683,14.5,8.1,797.8
Blair,07/18/2020,6,4.7,133,122492,4.9,3.8,108.6
Lackawanna,06/04/2020,6,6.4,1572,210793,2.8,3,745.8
Bradford,03/27/2020,2,0.6,4,60833,3.3,0.9,6.6
Elk,11/23/2020,12,10.9,455,30169,39.8,36,1508.2
Indiana,07/29/2020,7,8.3,247,84501,8.3,9.8,292.3
Bradford,07/07/2020,0,0.6,65,60833,0,0.9,106.8
Lehigh,03/28/2020,53,23.1,183,368100,14.4,6.3,49.7
Montour,07/14/2020,1,0.6,80,18240,5.5,3.1,438.6
Sullivan,06/26/2020,1,0.1,4,6071,16.5,2.4,65.9
Westmoreland,04/12/2020,8,10.4,234,350611,2.3,3,66.7
Washington,05/25/2020,0,0.9,141,207346,0,0.4,68
Butler,05/02/2020,1,2,184,187888,0.5,1.1,97.9
Clarion,06/06/2020,0,0,28,38779,0,0,72.2
Fayette,07/19/2020,10,10.1,276,130441,7.7,7.8,211.6
Fulton,07/24/2020,1,0.3,21,14523,6.9,2,144.6
Perry,05/04/2020,0,1,35,46139,0,2.2,75.9
Washington,10/29/2020,75,40.3,2099,207346,36.2,19.4,1012.3
Somerset,05/28/2020,0,0,37,73952,0,0,50
Lebanon,09/28/2020,14,14.1,2060,141314,9.9,10,1457.7
Lebanon,07/02/2020,14,10,1373,141314,9.9,7.1,971.6
Montour,06/02/2020,0,0.4,53,18240,0,2.3,290.6
Tioga,08/03/2020,1,0.3,38,40763,2.5,0.7,93.2
Elk,04/11/2020,0,0.4,3,30169,0,1.4,9.9
Fulton,08/29/2020,0,0.4,34,14523,0,3,234.1
Mckean,09/16/2020,0,0.9,51,40968,0,2.1,124.5
Armstrong,10/16/2020,16,8.6,567,65263,24.5,13.1,868.8
Mercer,10/20/2020,11,11,925,110683,9.9,9.9,835.7
Montour,07/18/2020,0,0.7,83,18240,0,3.9,455
Perry,09/05/2020,1,0.6,184,46139,2.2,1.2,398.8
Lycoming,07/29/2020,8,4.9,316,113664,7,4.3,278
Armstrong,05/07/2020,0,0.4,55,65263,0,0.7,84.3
Crawford,10/04/2020,7,3,333,85063,8.2,3.5,391.5
Montgomery,05/12/2020,83,94,5823,828604,10,11.3,702.7
Northumberland,07/04/2020,4,4.4,331,91083,4.4,4.9,363.4
Greene,10/24/2020,0,1.6,232,36506,0,4.3,635.5
Monroe,05/17/2020,7,4.9,1274,169507,4.1,2.9,751.6
Berks,06/27/2020,12,14,4501,420152,2.9,3.3,1071.3
Montour,03/25/2020,0,0.4,3,18240,0,2.3,16.4
Fayette,05/04/2020,1,0.7,91,130441,0.8,0.5,69.8
Fulton,08/01/2020,2,0.4,24,14523,13.8,3,165.3
Lehigh,06/13/2020,10,14,3951,368100,2.7,3.8,1073.3
Montgomery,05/29/2020,91,60.1,7111,828604,11,7.3,858.2
Armstrong,04/30/2020,1,1.3,52,65263,1.5,2,79.7
Franklin,03/25/2020,0,0.7,5,154835,0,0.5,3.2
Clarion,06/07/2020,0,0,28,38779,0,0,72.2
Clarion,05/12/2020,1,0.1,25,38779,2.6,0.4,64.5
Blair,05/15/2020,0,0.6,36,122492,0,0.5,29.4
Cameron,04/15/2020,0,0,1,4492,0,0,22.3
Montour,07/08/2020,0,0.1,76,18240,0,0.8,416.7
Crawford,10/26/2020,9,13.4,494,85063,10.6,15.8,580.7
Lebanon,06/05/2020,37,11.3,1037,141314,26.2,8,733.8
Adams,10/17/2020,10,8.4,995,102811,9.7,8.2,967.8
Lackawanna,10/15/2020,78,51.6,3203,210793,37,24.5,1519.5
Monroe,09/07/2020,3,3.7,1743,169507,1.8,2.2,1028.3
Cambria,03/24/2020,0,0.1,1,131730,0,0.1,0.8
Forest,08/15/2020,0,0.3,12,7279,0,3.9,164.9
Bradford,10/09/2020,14,13.6,311,60833,23,22.3,511.2
Luzerne,05/30/2020,11,11.3,2744,317646,3.5,3.6,863.9
Bedford,11/22/2020,34,39.1,1229,48176,70.6,81.2,2551.1
Susquehanna,09/24/2020,0,0,295,40589,0,0,726.8
Westmoreland,05/27/2020,0,1.3,447,350611,0,0.4,127.5
Mifflin,10/22/2020,6,6.6,347,46222,13,14.2,750.7
Jefferson,05/26/2020,0,0,9,43641,0,0,20.6
Westmoreland,05/15/2020,0,1,426,350611,0,0.3,121.5
Greene,08/08/2020,3,1.7,122,36506,8.2,4.7,334.2
Montgomery,06/16/2020,35,39.7,8058,828604,4.2,4.8,972.5
Clearfield,04/18/2020,2,0.3,16,79388,2.5,0.4,20.2
Fulton,05/30/2020,0,0.1,15,14523,0,1,103.3
Schuylkill,06/23/2020,2,3.1,724,142067,1.4,2.2,509.6
Tioga,09/11/2020,0,0.3,52,40763,0,0.7,127.6
Wyoming,03/26/2020,0,0,1,27046,0,0,3.7
Lancaster,07/23/2020,26,35.1,5230,543557,4.8,6.5,962.2
Elk,10/12/2020,1,1.3,92,30169,3.3,4.3,304.9
Wayne,03/31/2020,3,1.1,12,51276,5.9,2.2,23.4
Forest,04/26/2020,0,0,7,7279,0,0,96.2
Cameron,04/29/2020,0,0,1,4492,0,0,22.3
Montour,05/02/2020,0,0.4,49,18240,0,2.3,268.6
Mckean,05/08/2020,0,0,9,40968,0,0,22
Washington,08/08/2020,14,12.4,843,207346,6.8,6,406.6
Fulton,11/26/2020,1,8.6,258,14523,6.9,59,1776.5
Clearfield,09/04/2020,3,2,245,79388,3.8,2.5,308.6
Mckean,10/31/2020,4,5.6,165,40968,9.8,13.6,402.8
Butler,06/30/2020,5,4.9,311,187888,2.7,2.6,165.5
Clinton,05/20/2020,3,0.7,49,38684,7.8,1.8,126.7
Columbia,08/14/2020,3,2,486,65456,4.6,3.1,742.5
Adams,07/13/2020,2,6.4,400,102811,1.9,6.3,389.1
Franklin,09/20/2020,6,9.3,1728,154835,3.9,6,1116
Juniata,06/10/2020,3,1.4,103,24704,12.1,5.8,416.9
Westmoreland,08/20/2020,21,14.6,1703,350611,6,4.2,485.7
Clearfield,10/06/2020,1,2.6,351,79388,1.3,3.2,442.1
Beaver,07/24/2020,25,22.1,1117,164742,15.2,13.4,678
Greene,05/09/2020,0,0,28,36506,0,0,76.7
Mercer,08/28/2020,2,3.9,546,110683,1.8,3.5,493.3
Bedford,08/10/2020,1,1.7,146,48176,2.1,3.6,303.1
Montour,04/27/2020,0,0.1,47,18240,0,0.8,257.7
Westmoreland,07/06/2020,42,31.7,874,350611,12,9,249.3
Sullivan,04/17/2020,0,0,1,6071,0,0,16.5
Perry,05/11/2020,0,0.1,36,46139,0,0.3,78
Mercer,08/19/2020,6,5.6,508,110683,5.4,5,459
Greene,07/26/2020,0,1.6,100,36506,0,4.3,273.9
Tioga,03/27/2020,1,0.1,1,40763,2.5,0.4,2.5
Sullivan,08/27/2020,0,0,10,6071,0,0,164.7
Franklin,06/08/2020,1,2.6,799,154835,0.6,1.7,516
Huntingdon,04/12/2020,0,1,11,45168,0,2.2,24.4
Monroe,05/11/2020,3,5.7,1243,169507,1.8,3.4,733.3
Susquehanna,05/20/2020,1,1.6,95,40589,2.5,3.9,234.1
Pike,06/17/2020,1,0.7,486,55933,1.8,1.3,868.9
Lehigh,03/27/2020,14,16.3,130,368100,3.8,4.4,35.3
Mifflin,05/23/2020,1,0.3,60,46222,2.2,0.6,129.8
Tioga,07/13/2020,1,0.4,32,40763,2.5,1.1,78.5
Adams,04/12/2020,8,4.6,64,102811,7.8,4.4,62.3
Mifflin,07/30/2020,2,1.6,102,46222,4.3,3.4,220.7
Montgomery,08/02/2020,31,43.7,9925,828604,3.7,5.3,1197.8
Berks,04/03/2020,37,27.3,264,420152,8.8,6.5,62.8
Northumberland,05/22/2020,2,3.1,170,91083,2.2,3.5,186.6
Cameron,09/07/2020,0,0,8,4492,0,0,178.1
Wyoming,07/26/2020,1,0.6,59,27046,3.7,2.1,218.1
Columbia,09/28/2020,10,4.9,910,65456,15.3,7.4,1390.2
Jefferson,08/13/2020,0,2,78,43641,0,4.6,178.7
Lehigh,07/21/2020,14,18.7,4598,368100,3.8,5.1,1249.1
Juniata,09/06/2020,3,1,156,24704,12.1,4,631.5
Mckean,04/01/2020,0,0.1,1,40968,0,0.3,2.4
Luzerne,06/14/2020,6,6.1,2844,317646,1.9,1.9,895.3
Luzerne,04/10/2020,48,106.9,1408,317646,15.1,33.6,443.3
Lycoming,03/24/2020,1,0.1,1,113664,0.9,0.1,0.9
Lycoming,09/16/2020,7,5.6,610,113664,6.2,4.9,536.7
Columbia,05/18/2020,0,0.9,337,65456,0,1.3,514.8
Columbia,09/19/2020,1,2.7,872,65456,1.5,4.1,1332.2
Blair,09/21/2020,13,9.4,606,122492,10.6,7.7,494.7
Warren,07/02/2020,0,0.3,7,39498,0,0.7,17.7
Carbon,03/30/2020,4,2.4,19,64227,6.2,3.8,29.6
Potter,04/19/2020,0,0,4,16622,0,0,24.1
Cumberland,06/21/2020,8,7.9,802,251423,3.2,3.1,319
Juniata,03/31/2020,0,0.1,2,24704,0,0.6,8.1
Bedford,11/03/2020,14,15.9,511,48176,29.1,32.9,1060.7
Adams,04/14/2020,1,4.6,72,102811,1,4.4,70
Crawford,05/21/2020,0,0,24,85063,0,0,28.2
Wyoming,06/25/2020,0,0.1,39,27046,0,0.5,144.2
Wyoming,10/08/2020,0,0.3,83,27046,0,1.1,306.9
Blair,07/31/2020,10,6,214,122492,8.2,4.9,174.7
Perry,04/23/2020,2,0.7,26,46139,4.3,1.5,56.4
Wyoming,04/30/2020,1,0.6,23,27046,3.7,2.1,85
Crawford,07/26/2020,0,1.1,120,85063,0,1.3,141.1
Blair,11/12/2020,73,75.6,2303,122492,59.6,61.7,1880.1
Greene,06/26/2020,0,0.4,40,36506,0,1.2,109.6
Northampton,07/22/2020,18,12.3,3693,304807,5.9,4,1211.6
Adams,09/11/2020,11,4.3,737,102811,10.7,4.2,716.8
Tioga,03/01/2020,0,,0,40763,0,,0
Tioga,03/02/2020,0,,0,40763,0,,0
Tioga,03/03/2020,0,,0,40763,0,,0
Tioga,03/04/2020,0,,0,40763,0,,0
Tioga,03/05/2020,0,,0,40763,0,,0
Tioga,03/06/2020,0,,0,40763,0,,0
Tioga,03/07/2020,0,,0,40763,0,,0
Tioga,03/08/2020,0,0,0,40763,0,0,0
Butler,04/28/2020,2,2,177,187888,1.1,1.1,94.2
Tioga,03/09/2020,0,0,0,40763,0,0,0
Tioga,03/10/2020,0,0,0,40763,0,0,0
Tioga,03/11/2020,0,0,0,40763,0,0,0
Tioga,03/12/2020,0,0,0,40763,0,0,0
Tioga,03/13/2020,0,0,0,40763,0,0,0
Tioga,03/14/2020,0,0,0,40763,0,0,0
Tioga,03/15/2020,0,0,0,40763,0,0,0
Tioga,03/16/2020,0,0,0,40763,0,0,0
Tioga,03/17/2020,0,0,0,40763,0,0,0
Tioga,03/18/2020,0,0,0,40763,0,0,0
Tioga,03/19/2020,0,0,0,40763,0,0,0
Tioga,03/20/2020,0,0,0,40763,0,0,0
Tioga,03/21/2020,0,0,0,40763,0,0,0
Tioga,03/22/2020,0,0,0,40763,0,0,0
Tioga,03/23/2020,0,0,0,40763,0,0,0
Tioga,03/24/2020,0,0,0,40763,0,0,0
Tioga,03/25/2020,0,0,0,40763,0,0,0
Tioga,03/26/2020,0,0,0,40763,0,0,0
Franklin,05/20/2020,14,15.9,688,154835,9,10.2,444.3
Clearfield,04/01/2020,0,0.3,4,79388,0,0.4,5
Forest,05/07/2020,0,0,7,7279,0,0,96.2
Armstrong,08/25/2020,6,6.7,297,65263,9.2,10.3,455.1
Venango,04/13/2020,0,0.1,6,51266,0,0.3,11.7
Bradford,05/10/2020,0,0.1,40,60833,0,0.2,65.8
Lancaster,03/28/2020,25,10,74,543557,4.6,1.8,13.6
Northampton,05/31/2020,2,17,3089,304807,0.7,5.6,1013.4
Adams,05/31/2020,0,3.1,252,102811,0,3.1,245.1
Forest,08/18/2020,0,0.3,13,7279,0,3.9,178.6
Washington,06/17/2020,2,1.3,163,207346,1,0.6,78.6
Lackawanna,09/06/2020,3,17,2202,210793,1.4,8.1,1044.6
Perry,09/16/2020,3,2,203,46139,6.5,4.3,440
Wayne,07/04/2020,0,0.4,140,51276,0,0.8,273
Westmoreland,09/17/2020,17,13.6,2044,350611,4.8,3.9,583
Berks,05/25/2020,12,23.4,3930,420152,2.9,5.6,935.4
Franklin,07/01/2020,10,7.3,955,154835,6.5,4.7,616.8
Mifflin,10/12/2020,4,5.4,287,46222,8.7,11.7,620.9
Sullivan,09/30/2020,0,0.3,13,6071,0,4.7,214.1
Luzerne,05/24/2020,9,15.4,2674,317646,2.8,4.9,841.8
Washington,11/20/2020,118,112.3,3715,207346,56.9,54.2,1791.7
Clinton,05/12/2020,2,1,43,38684,5.2,2.6,111.2
Armstrong,07/22/2020,5,5.3,134,65263,7.7,8.1,205.3
Adams,03/30/2020,1,0.4,10,102811,1,0.4,9.7
Washington,04/03/2020,6,3.1,47,207346,2.9,1.5,22.7
Jefferson,09/20/2020,1,1.1,111,43641,2.3,2.6,254.3
Forest,05/08/2020,0,0,7,7279,0,0,96.2
Fulton,08/07/2020,1,0.7,27,14523,6.9,4.9,185.9
Montgomery,06/08/2020,62,67.1,7742,828604,7.5,8.1,934.3
Northumberland,05/14/2020,4,2.4,145,91083,4.4,2.7,159.2
Greene,09/05/2020,2,1.3,154,36506,5.5,3.5,421.8
Lancaster,06/28/2020,38,56,4422,543557,7,10.3,813.5
Clinton,08/14/2020,0,1.4,128,38684,0,3.7,330.9
Cambria,07/20/2020,8,6.1,185,131730,6.1,4.7,140.4
Lawrence,09/11/2020,1,1.3,484,86184,1.2,1.5,561.6
Lebanon,08/20/2020,1,3.3,1663,141314,0.7,2.3,1176.8
Erie,05/06/2020,6,2.1,112,272061,2.2,0.8,41.2
Wyoming,05/13/2020,0,0.4,31,27046,0,1.6,114.6
Wyoming,08/14/2020,0,0.3,65,27046,0,1.1,240.3
Butler,05/26/2020,2,2.4,225,187888,1.1,1.3,119.8
Lancaster,08/29/2020,39,33.1,6704,543557,7.2,6.1,1233.4
Armstrong,04/26/2020,1,1.3,47,65263,1.5,2,72
Bedford,08/02/2020,0,1,131,48176,0,2.1,271.9
Bedford,05/13/2020,1,0.4,30,48176,2.1,0.9,62.3
Washington,05/29/2020,0,0.3,142,207346,0,0.1,68.5
Montour,08/31/2020,0,1.1,131,18240,0,6.3,718.2
Warren,04/27/2020,0,0,1,39498,0,0,2.5
Jefferson,08/22/2020,7,2.4,95,43641,16,5.6,217.7
Clarion,06/13/2020,0,0.6,32,38779,0,1.5,82.5
Erie,10/03/2020,17,13.7,1651,272061,6.2,5,606.8
Lebanon,07/16/2020,4,9.1,1483,141314,2.8,6.5,1049.4
Susquehanna,08/27/2020,4,2.9,259,40589,9.9,7,638.1
Berks,06/28/2020,24,15.4,4525,420152,5.7,3.7,1077
Greene,11/13/2020,14,13.3,422,36506,38.3,36.4,1156
Lawrence,10/16/2020,17,13,705,86184,19.7,15.1,818
Warren,07/28/2020,1,0.1,13,39498,2.5,0.4,32.9
Sullivan,06/21/2020,0,0,3,6071,0,0,49.4
Montgomery,06/23/2020,31,27.9,8253,828604,3.7,3.4,996
Wyoming,09/27/2020,2,0.9,80,27046,7.4,3.2,295.8
Clinton,06/10/2020,0,0.1,61,38684,0,0.4,157.7
Mifflin,05/30/2020,0,0.1,61,46222,0,0.3,132
Mercer,07/01/2020,2,2.4,141,110683,1.8,2.2,127.4
Clarion,07/27/2020,0,0.6,76,38779,0,1.5,196
Cumberland,10/08/2020,25,14.7,2064,251423,9.9,5.9,820.9
Centre,07/20/2020,5,6,296,162805,3.1,3.7,181.8
Cambria,05/27/2020,0,0.3,58,131730,0,0.2,44
Butler,08/15/2020,6,8.3,718,187888,3.2,4.4,382.1
Bedford,07/26/2020,0,2.6,124,48176,0,5.3,257.4
Huntingdon,04/29/2020,9,2.7,40,45168,19.9,6,88.6
Franklin,06/30/2020,15,6.3,945,154835,9.7,4.1,610.3
Juniata,11/04/2020,10,3.9,268,24704,40.5,15.6,1084.8
Huntingdon,10/15/2020,15,18.6,643,45168,33.2,41.1,1423.6
Fayette,07/11/2020,3,7.7,199,130441,2.3,5.9,152.6
Potter,04/08/2020,0,0.1,3,16622,0,0.9,18
Clearfield,06/13/2020,3,1.3,58,79388,3.8,1.6,73.1
Centre,07/23/2020,2,4.9,306,162805,1.2,3,188
Juniata,05/21/2020,0,0,93,24704,0,0,376.5
Somerset,06/15/2020,0,0.3,41,73952,0,0.4,55.4
Westmoreland,09/26/2020,24,22.6,2229,350611,6.8,6.4,635.7
Northumberland,08/28/2020,8,5.7,668,91083,8.8,6.3,733.4
Columbia,08/16/2020,1,2.1,492,65456,1.5,3.3,751.6
Franklin,07/11/2020,6,7.4,1014,154835,3.9,4.8,654.9
Elk,05/17/2020,0,0.1,6,30169,0,0.5,19.9
Wayne,04/13/2020,3,3.9,64,51276,5.9,7.5,124.8
Fulton,07/28/2020,1,0.4,22,14523,6.9,3,151.5
Venango,04/22/2020,1,0.1,7,51266,2,0.3,13.7
Washington,07/13/2020,9,18,470,207346,4.3,8.7,226.7
Armstrong,06/22/2020,1,0.3,70,65263,1.5,0.4,107.3
Greene,11/12/2020,17,13.3,408,36506,46.6,36.4,1117.6
Crawford,04/26/2020,0,0.3,21,85063,0,0.3,24.7
