Gene	count_DF_927_1_GFP_tdt	count_DF_927_1_GFP	count_DF_980_3_GFP_tdt	count_DF_980_3_GFP
Hnrnpa0	23309	14836	13477	19348
Hnrnpa1	830	386	414	475
Hnrnpa2b1	31844	17030	27484	26543
Hnrnpa3	3235	2265	2859	2385
Hnrnpab	32649	26442	35155	40445
Hnrnpc	10199	8060	15460	15766
Hnrnpd	11407	7463	6639	6993
Hnrnpdl	10163	6297	7831	9192
Hnrnpf	12910	9096	12785	12371
Hnrnph1	19898	8448	14819	15748
Hnrnph2	4811	3595	4431	4096
Hnrnph3	912	401	767	1237
Hnrnpk	37283	30037	36895	37903
Hnrnpl	19602	16631	20673	22317
Hnrnpll	6629	3770	6247	5781
Hnrnpm	12278	7314	11214	11108
Hnrnpr	6638	4148	4688	5538
Hnrnpu	26103	19609	19960	20646
Hnrnpul1	13355	13876	10329	12379
Hnrnpul2	17419	13085	12361	14129
Hoga1	420	293	434	455
Homer1	742	397	604	508
Homer2	1663	1054	3804	1802
Homer3	852	727	1219	1426
Homez	588	648	586	568
Hook1	3532	2652	3360	3175
Hook2	3298	2354	2758	3771
Hook3	5368	3085	2956	2707
Hopx	36915	3266	4946	5365
Hormad1	2	0	0	1
Hormad2	8	4	1	5
Hotair	0	0	0	0
Hotairm1	38	24	37	43
Hottip	0	0	0	0
Hoxa1	3	3	2	3
Hoxa10	0	0	0	0
Hoxa11	0	0	0	0
Hoxa11os	0	0	0	0
Hoxa13	1	0	0	0
Hoxa2	16	23	11	12
Hoxa3	35	35	20	42
Hoxa4	22	27	21	22
Hoxa5	122	161	98	109
Hoxa6	5	6	3	4
Hoxa7	6	18	13	9
Hoxa9	0	2	0	0
Hoxaas2	0	2	1	7
Hoxaas3	3	1	0	3
Hoxb1	3	0	2	0
Hoxb13	0	0	0	0
Hoxb2	213	104	87	111
Hoxb3	283	158	57	81
Hoxb4	164	119	61	122
Hoxb5	58	78	24	41
Hoxb5os	12	5	23	16
Hoxb6	18	27	15	14
Hoxb7	12	6	12	4
Hoxb8	15	10	5	3
Hoxb9	92	33	25	15
Hoxc10	0	0	3	0
Hoxc11	0	0	0	0
Hoxc12	0	0	0	0
Hoxc13	0	0	0	0
Hoxc4	0	0	0	1
Hoxc5	0	0	0	0
Hoxc6	0	0	0	0
Hoxc8	0	0	0	0
Hoxc9	0	0	0	0
Hoxd1	0	0	0	0
Hoxd10	1	0	0	0
Hoxd11	0	1	0	1
Hoxd12	0	0	0	0
Hoxd13	0	0	0	0
Hoxd3	0	0	0	0
Hoxd3os1	0	0	0	0
Hoxd4	1	0	1	4
Hoxd8	3	3	0	1
Hoxd9	0	1	0	4
Hp	12773	17678	26486	10784
Hp1bp3	16538	14318	13984	16831
Hpca	1	5	5	12
Hpcal1	4633	3317	4772	4069
Hpcal4	3	4	1	0
Hpd	31	33	41	36
Hpdl	8	14	29	22
Hpgd	334	337	172	265
Hpgds	156	92	49	239
Hpn	2482	2342	2725	3792
Hprt	3848	3059	6299	6004
Hps1	783	802	713	991
Hps3	1346	953	840	1337
Hps4	1095	1041	1014	1378
Hps5	2582	2336	2446	3059
Hps6	523	367	468	486
Hpse	803	258	214	312
Hpse2	12	9	3	0
Hpx	170	151	282	245
Hr	272	305	131	401
Hras	4305	2906	7844	7402
Hrasls	3	0	0	1
Hrasls5	4	0	3	11
Hrc	11	7	8	13
Hrct1	511	471	1220	895
Hrg	9	10	15	12
Hrh1	2	4	0	0
Hrh2	7	3	34	2
Hrh3	1	1	1	5
Hrh4	0	1	0	1
Hrk	0	1	1	1
Hrnr	0	0	0	0
Hrsp12	908	734	1071	1607
Hs1bp3	926	1115	1158	1413
Hs2st1	37085	8771	9669	7167
Hs3st1	139	169	705	155
Hs3st2	0	0	0	0
Hs3st3a1	55	77	48	41
Hs3st3b1	226	151	293	165
Hs3st4	0	0	6	0
Hs3st5	0	0	0	0
Hs3st6	35	37	29	110
Hs6st1	5588	4287	3347	3053
Hs6st2	60	69	54	28
Hs6st3	13	33	9	21
Hsbp1	7073	4077	8290	9622
Hsbp1l1	160	59	115	68
Hscb	1013	681	1290	1884
Hsd11b1	303	370	924	953
Hsd11b2	113	117	266	53
Hsd17b1	7	3	12	5
Hsd17b10	3564	2740	6927	7721
Hsd17b11	7148	6290	8491	8041
Hsd17b12	5479	5066	8345	6238
Hsd17b13	1	1	6	1
Hsd17b14	50	34	39	27
Hsd17b2	2	7	15	9
Hsd17b3	0	0	0	0
Hsd17b4	10735	10230	11175	12596
Hsd17b6	2	1	1	3
Hsd17b7	1486	1147	1036	1073
Hsd3b1	0	0	0	0
Hsd3b2	170	50	152	247
Hsd3b3	3	5	1	7
Hsd3b4	0	0	0	0
Hsd3b5	0	0	0	1
Hsd3b6	1	0	0	0
Hsd3b7	1076	860	1344	1710
Hsdl1	1829	1601	1585	2108
Hsdl2	2070	1646	2427	2133
Hsf1	2102	1624	1973	2317
Hsf2	992	604	645	668
Hsf2bp	14	4	14	8
Hsf3	4	2	0	0
Hsf4	496	621	817	1548
Hsf5	7	3	2	6
Hsfy2	0	0	0	0
Hsh2d	23	20	20	21
Hsp90aa1	14057	8097	15544	14126
Hsp90ab1	67925	65568	80117	85108
Hsp90b1	28113	18191	30689	25933
Hspa12a	129	111	123	135
Hspa12b	422	263	172	193
Hspa13	3303	2265	3109	3106
Hspa14	2646	1591	2643	2710
Hspa1a	159	135	716	1052
Hspa1b	327	223	1411	1777
Hspa1l	136	75	94	103
Hspa2	593	257	378	648
Hspa4	11230	8957	13009	11760
Hspa4l	1714	1441	1318	1365
Hspa5	27212	17971	39774	31218
Hspa8	50045	59797	85350	93724
Hspa9	20767	21448	29313	29337
Hspb1	1264	704	1060	1332
Hspb11	424	313	599	789
Hspb2	63	15	14	11
Hspb3	0	0	0	0
Hspb6	390	531	342	356
Hspb7	20	31	41	6
Hspb8	3132	2101	4637	4459
Hspb9	26	12	2	8
Hspbap1	391	253	327	281
Hspbp1	2209	1705	2875	3170
Hspd1	7330	6440	11571	11128
Hspe1	3180	2233	6635	6898
Hspg2	57453	19101	15399	14420
Hsph1	969	469	1075	1027
Htatip2	1048	738	1386	1706
Htatsf1	3669	2230	2213	3040
Htr1a	0	0	0	0
Htr1b	2	3	0	0
Htr1d	0	0	0	0
Htr1f	0	0	0	0
Htr2a	6	12	4	4
Htr2b	19	6	16	13
Htr2c	2	0	0	0
Htr3a	0	0	0	0
Htr3b	0	0	0	1
Htr4	0	0	0	0
Htr5a	0	0	0	0
Htr5b	1	0	0	1
Htr6	1	0	0	0
Htr7	0	1	0	0
Htra1	3145	861	929	841
Htra2	1189	545	971	1607
Htra3	313	557	485	628
Htra4	10	4	3	1
Htt	4474	4080	3651	3249
Hunk	478	537	449	494
Hus1	1111	885	890	908
Hus1b	14	0	0	10
Huwe1	22845	22086	17042	15817
Hvcn1	52	29	26	43
Hyal1	191	151	117	149
Hyal2	1664	1239	1791	1903
Hyal3	193	203	131	181
Hyal4	0	0	0	0
Hyal5	0	0	0	0
Hyal6	0	0	0	0
Hydin	8	31	6	10
Hyi	1610	1128	2132	3009
Hykk	568	762	627	1600
Hyls1	190	154	148	263
Hymai	15	8	4	16
Hyou1	8992	7173	9896	8027
Hypk	4216	2511	5094	5703
Hypm	0	4	5	2
I730028E13Rik	0	0	0	1
I730030J21Rik	0	0	5	0
I830077J02Rik	13	16	7	14
Iah1	3976	4160	5592	5524
Iapp	0	0	0	0
Iars	4241	3880	4429	4078
Iars2	5718	5553	5162	5569
Iba57	639	514	567	609
Ibsp	3	3	1	0
Ibtk	4561	3880	4204	3313
Ica1	1642	1871	2383	2664
Ica1l	23	11	19	20
Icam1	86779	36396	60921	34394
Icam2	439	328	242	293
Icam4	172	30	101	151
Icam5	122	28	70	166
Ice1	4224	3104	2253	2638
Ice2	1043	610	845	1034
Ick	3220	3750	3395	3848
Icmt	4643	3309	3190	3768
Icos	2	4	0	10
Icosl	103	117	172	120
Ict1	2800	2704	5182	6150
Id1	3442	2041	5670	5874
Id2	8601	10150	16013	18330
Id3	3659	845	1553	2275
Id4	283	70	86	187
Ide	6176	5661	4303	3876
Idh1	6622	6787	6634	7984
Idh2	12305	13145	19717	23741
Idh3a	3946	2911	5986	5234
Idh3b	7668	6078	10114	12029
Idh3g	6679	6276	9610	10096
Idi1	1493	1586	2209	2137
Idi2	0	0	0	1
Idnk	1106	792	1448	1667
Ido1	0	1	0	0
Ido2	0	1	1	0
Ids	4917	3442	2091	2022
Idua	1275	1251	873	1241
Ier2	21155	19936	21959	34548
Ier3	10408	2558	3722	3787
Ier3ip1	2467	1420	2666	2686
Ier5	3380	2588	4275	6394
Ier5l	684	805	776	1843
Iffo1	112	60	55	95
Iffo2	1289	875	444	541
Ifi202b	7	13	20	5
Ifi203	30	16	18	20
Ifi204	4	3	8	5
Ifi205	0	2	1	1
Ifi27	2493	1125	2739	2493
Ifi27l2a	11	5	15	9
Ifi27l2b	4	5	5	2
Ifi30	10034	13631	14525	15388
Ifi35	1251	710	1294	1099
Ifi44	192	33	49	43
Ifi44l	0	0	3	0
Ifi47	102	89	103	68
Ifih1	1787	1082	1577	1402
Ifit1	379	52	100	65
Ifit1bl1	103	26	12	52
Ifit1bl2	421	370	1293	2184
Ifit2	3451	676	546	682
Ifit3	4072	501	153	570
Ifit3b	1007	130	126	176
Ifitm1	131	156	275	187
Ifitm10	14	16	9	12
Ifitm2	3084	3608	5164	5065
Ifitm3	857	1070	1882	838
Ifitm5	7	6	4	13
Ifitm6	17	15	13	22
Ifitm7	0	0	0	0
Ifltd1	2	11	1	2
Ifna1	0	0	0	0
Ifna11	0	0	0	0
Ifna12	0	0	0	0
Ifna13	0	0	0	0
Ifna14	0	0	0	0
Ifna15	0	0	0	0
Ifna16	0	0	0	0
Ifna2	0	0	0	0
Ifna4	0	0	0	0
Ifna5	0	0	0	0
Ifna6	0	0	0	0
Ifna7	0	0	0	0
Ifna9	0	0	0	0
Ifnab	1	0	0	0
Ifnar1	6489	4439	3866	3652
Ifnar2	3727	4113	2941	2827
Ifnb1	0	0	0	0
Ifne	0	0	0	0
Ifng	0	0	0	5
Ifngr1	3421	2729	2744	2435
Ifngr2	5213	3996	4478	3769
Ifnk	3	4	1	7
Ifnl2	0	0	0	0
Ifnl3	0	0	0	0
Ifnlr1	2534	1383	1277	1273
Ifnz	0	0	0	0
Ifrd1	5411	3922	6532	5989
Ifrd2	1977	2025	2255	2488
Ift122	1114	714	577	732
Ift140	1028	1098	1087	1438
Ift172	2214	1693	1405	1872
Ift20	2527	1860	4446	5500
Ift22	639	552	914	1089
Ift27	619	471	742	808
Ift43	1407	700	1477	1815
Ift46	2206	1902	2959	2711
Ift52	1788	1428	1941	2390
Ift57	991	747	563	814
Ift74	653	271	468	569
Ift80	1651	1255	1485	1760
Ift81	1312	1128	1007	1334
Ift88	851	549	641	765
Igbp1	3198	2846	4394	5810
Igbp1b	0	0	0	0
Igdcc3	2	2	0	1
Igdcc4	30	40	28	33
Igf1	334	481	626	343
Igf1r	10675	2406	1421	1480
Igf2	3751	4419	2704	4363
Igf2bp1	1251	535	663	664
Igf2bp2	5860	4452	3876	4890
Igf2bp3	2187	1857	1487	1926
Igf2os	110	95	42	87
Igf2r	10609	10008	10725	10370
Igfals	475	906	153	1084
Igfbp1	4	5	0	3
Igfbp2	15289	1338	2049	2017
Igfbp3	80	115	102	99
Igfbp4	920	1708	1660	1844
Igfbp5	928	1354	610	788
Igfbp6	617	503	843	1316
Igfbp7	83162	14042	14248	13656
Igfbpl1	1	0	0	0
Igfl3	0	0	0	0
Igflr1	243	98	109	190
Igfn1	0	0	1	0
Ighmbp2	875	710	717	926
Igip	421	180	163	217
Igll1	7	2	7	2
Iglon5	26	11	7	11
Igsf1	52	43	83	77
Igsf10	80	126	45	63
Igsf11	66	74	91	91
Igsf21	2	0	0	3
Igsf23	74	114	143	146
Igsf3	3796	3657	3510	3936
Igsf5	3153	2597	5087	3763
Igsf6	72	35	39	73
Igsf8	2288	2617	3027	3446
Igsf9	202	133	181	182
Igsf9b	323	393	383	370
Igtp	540	417	391	450
Ihh	15	5	17	11
Iigp1	254	369	204	198
Ik	6992	5294	5485	5820
Ikbip	1256	514	831	790
Ikbkap	2671	2070	2304	2446
Ikbkb	2573	1890	1832	2208
Ikbke	160	133	61	60
Ikbkg	2864	2038	2321	2626
Ikzf1	563	661	401	561
Ikzf2	381	148	182	167
Ikzf3	18	26	4	20
Ikzf4	559	168	106	95
Ikzf5	2445	1700	1827	1799
Il10	0	3	7	5
Il10ra	43	55	20	46
Il10rb	7288	4414	5510	5162
Il11	55	15	70	31
Il11ra1	1351	1215	1674	2346
Il11ra2	0	0	0	0
Il12a	0	0	0	0
Il12b	9	6	1	0
Il12rb1	8	18	16	29
Il12rb2	48	28	27	26
Il13	0	0	5	0
Il13ra1	2664	2480	3749	2311
Il13ra2	32	15	26	5
Il15	204	130	148	218
Il15ra	392	208	320	419
Il16	76	88	43	77
Il17a	0	0	0	0
Il17b	1	0	0	2
Il17c	18	4	9	9
Il17d	1158	675	540	1187
Il17f	0	0	1	2
Il17ra	1351	1239	1244	1386
Il17rb	25	7	13	23
Il17rc	2583	2209	3349	3813
Il17rd	228	201	84	65
Il17re	2159	1163	1565	1556
Il18	21	25	43	51
Il18bp	110	65	109	99
Il18r1	10661	3389	5157	4335
Il18rap	139	231	258	122
Il19	0	3	0	3
Il1a	41	34	31	27
Il1b	171	106	218	255
Il1bos	5	0	1	1
Il1f10	0	0	0	0
Il1f5	0	0	0	0
Il1f6	4	3	0	0
Il1f8	0	0	0	0
Il1f9	1	10	9	10
Il1r1	2654	2332	2191	1775
Il1r2	2	4	18	11
Il1rap	1317	1371	1616	1553
Il1rapl1	0	0	0	0
Il1rapl2	0	0	0	1
Il1rl1	11	11	20	12
Il1rl2	339	369	334	246
Il1rn	170	146	91	90
Il2	4	7	1	3
Il20	0	0	0	0
Il20ra	0	0	0	0
Il20rb	193	126	111	117
Il21	0	0	1	0
Il21r	7	8	12	9
Il22	0	3	6	7
Il22ra1	18	18	12	10
Il22ra2	0	0	1	4
Il23a	29	15	17	8
Il23r	0	0	8	1
Il24	17	8	131	7
Il25	0	0	0	0
Il27	1	0	2	1
Il27ra	10	19	8	12
Il2ra	1	0	1	2
Il2rb	10	26	7	31
Il2rg	170	173	119	101
Il3	0	0	0	0
Il31	0	0	0	0
Il31ra	0	0	0	0
Il33	13889	17874	38733	20964
Il34	1713	2347	2946	2556
Il3ra	290	390	344	482
Il4	0	0	1	0
Il4i1	13	15	6	7
Il4ra	2186	2781	9423	2898
Il5	7	3	2	1
Il5ra	0	0	6	1
Il6	77	70	548	186
Il6ra	426	508	346	423
Il6st	13338	13648	8478	7750
Il7	175	185	278	346
Il7r	18	19	26	13
Il9	0	0	0	0
Il9r	1	1	0	0
Ildr1	2141	1624	1831	1840
Ildr2	110	48	11	10
Ilf2	4290	3060	5252	4978
Ilf3	3852	3442	3599	4507
Ilk	6993	5047	6985	6214
Ilkap	3035	2226	3418	4026
Iltifb	0	0	0	0
Ilvbl	2305	1337	2201	2512
Immp1l	1248	787	2251	2423
Immp2l	120	98	245	266
Immt	7147	6858	11007	9552
Imp3	2891	2518	4572	5036
Imp4	1734	1477	2343	2356
Impa1	3274	2357	5017	4302
Impa2	383	365	609	693
Impact	1654	869	811	1403
Impad1	6594	4818	4948	4680
Impdh1	1551	1284	1357	1454
Impdh2	3546	3508	5130	5571
Impg1	1	0	0	0
Impg2	41	9	28	26
Ina	0	0	1	0
Inadl	10990	8416	7299	7990
Inafm1	1617	1058	860	1621
Inafm2	2448	2664	2536	3090
Inca1	84	67	67	77
Incenp	868	773	841	681
Inf2	1117	831	2622	1552
Ing1	2983	2106	2210	3303
Ing2	2203	1924	1749	3278
Ing3	1577	1180	1168	1542
Ing4	3598	2479	2886	3830
Ing5	1674	1254	1463	2223
Inha	208	87	75	122
Inhba	172	101	61	33
Inhbb	659	914	1169	1165
Inhbc	1	3	0	1
Inhbe	0	0	0	2
Inip	1446	1092	1269	1253
Inmt	32	49	153	862
Ino80	2683	1842	1524	1883
Ino80b	2118	2094	2617	4442
Ino80c	2283	1963	2458	2442
Ino80d	3967	2554	1988	2276
Ino80dos	191	93	120	136
Ino80e	1550	908	1038	1163
Inpp1	432	304	373	405
Inpp4a	2730	2462	2336	4029
Inpp4b	3740	4774	5877	6048
Inpp5a	3651	3609	2843	3359
Inpp5b	9709	6737	7420	6219
Inpp5d	132	181	79	122
Inpp5e	1692	1522	1116	1609
Inpp5f	1270	880	931	843
Inpp5j	97	108	163	180
Inpp5k	4023	2905	2058	2758
Inppl1	7170	5454	5746	6711
Ins1	0	0	0	3
Ins2	0	0	0	0
Insc	5	2	1	0
Insig1	5046	5226	4543	8640
Insig2	2703	1909	2863	2798
Insl3	14	8	8	4
Insl5	4	0	0	0
Insl6	3	3	13	12
Insm1	2	3	3	0
Insm2	7	1	2	1
Insr	5960	4863	3425	4218
Insrr	0	0	0	0
Ints1	4770	5127	4364	3933
Ints10	1685	1127	2198	2786
Ints12	1309	909	1542	1434
Ints2	1198	721	1128	1007
Ints3	2651	2636	3319	2823
Ints4	3064	3041	3440	3584
Ints5	1681	1854	1710	1746
Ints6	2158	1220	1393	1628
Ints7	2317	2561	2187	2122
Ints8	2092	1414	1651	2069
Ints9	1327	1326	1156	1034
Intu	791	490	529	675
Invs	426	300	440	528
Ip6k1	8557	6876	6140	8123
Ip6k2	3591	2197	2946	3222
Ip6k3	8	6	3	7
Ipcef1	50	93	43	75
Ipmk	2073	2137	1558	2099
Ipo11	1988	1633	2133	2244
Ipo13	6886	7484	7030	10469
Ipo4	3031	3582	3589	3494
Ipo5	9961	10753	11289	12271
Ipo7	5528	4505	6440	5748
Ipo8	3151	2768	2923	2919
Ipo9	5018	4546	4120	4109
Ipp	663	404	799	971
Ippk	849	778	1062	1128
Ipw	0	0	0	0
Iqca	3	8	1	8
Iqcb1	1058	708	1045	1087
Iqcc	529	363	705	1108
Iqcd	13	10	14	12
Iqce	780	597	579	697
Iqcf1	0	0	0	0
Iqcf3	0	0	0	0
Iqcf4	0	0	0	0
Iqcf5	0	0	2	2
Iqcf6	0	0	0	0
Iqcg	39	18	12	14
Iqch	8	23	31	29
Iqcj	0	0	0	0
Iqck	95	68	96	115
Iqgap1	66014	76302	84361	71974
Iqgap2	117	136	184	116
Iqgap3	315	451	497	147
Iqsec1	5850	4633	2596	3311
Iqsec2	1248	860	637	737
Iqsec3	0	0	0	2
Iqub	8	11	4	5
Irak1	4914	5278	5554	5632
Irak1bp1	271	173	293	355
Irak2	3165	3109	3781	3779
Irak3	93	94	54	45
Irak4	564	546	875	806
Ireb2	8585	5955	6472	6355
Irf1	3058	2345	2671	3222
Irf2	4181	3549	2728	2931
Irf2bp1	4204	4070	3871	5225
Irf2bp2	11774	13658	10392	11541
Irf2bpl	9515	9429	5679	7633
Irf3	3320	2428	4333	5316
Irf4	21	11	13	19
Irf5	59	51	27	65
Irf6	3054	2227	2833	2363
Irf7	490	331	414	289
Irf8	130	144	150	229
Irf9	2158	1688	2321	2038
Irg1	1	0	3	12
Irgc1	4	2	2	1
Irgm1	1121	1025	1466	1093
Irgm2	586	510	333	363
Irgq	2554	2347	1887	1871
Irs1	3042	2453	1779	2062
Irs2	4298	5752	3241	4420
Irs3	40	22	27	19
Irs4	0	0	1	1
Irx1	33331	33750	47931	31067
Irx2	16447	13979	10857	13053
Irx3	29647	29687	19507	33775
Irx4	1	0	1	3
Irx5	12718	14883	7265	13512
Irx6	14	14	8	21
Isca1	4139	4387	5381	5960
Isca2	1156	646	1758	1450
Iscu	4880	3959	6372	7842
Isg15	234	66	161	88
Isg20	644	344	665	745
Isg20l2	2245	1999	1573	1649
Isl1	4	4	3	4
Isl2	1	0	0	0
Islr	58	104	78	182
Islr2	8	11	3	14
Ism1	398	410	417	345
Ism2	47	44	212	343
Isoc1	4596	3545	3689	4372
Isoc2a	864	531	1030	1355
Isoc2b	272	259	289	378
Ispd	288	170	202	233
Israa	5	3	7	8
Ist1	4082	2550	4081	4140
Isx	0	0	0	0
Isy1	1645	1259	1957	2094
Isyna1	3751	3374	5640	4989
Itch	5837	4759	4628	5021
Itfg1	6708	5433	8041	7300
Itfg2	1945	1623	1567	2374
Itfg3	9686	8864	7320	7028
Itga1	449	593	366	432
Itga10	55	37	52	33
Itga11	69	39	34	63
Itga2	230	180	146	63
Itga2b	353	338	161	163
Itga3	34940	12571	14542	8566
Itga4	262	171	71	159
Itga5	983	1247	1329	1045
Itga6	9543	9942	15659	8043
Itga7	1218	1413	8539	3178
Itga8	306	535	297	511
Itga9	29320	33648	24635	30487
Itgad	16	23	9	26
Itgae	36	17	55	54
Itgal	187	202	70	219
Itgam	143	141	88	124
Itgav	8492	6041	6175	3913
Itgax	257	158	59	95
Itgb1	51681	30396	35811	32697
Itgb1bp1	2110	1867	4366	4116
Itgb1bp2	26	4	7	3
Itgb2	441	336	211	403
Itgb2l	202	58	133	130
Itgb3	4388	992	748	381
Itgb3bp	249	198	327	309
Itgb4	403	241	321	306
Itgb5	2112	813	839	1025
Itgb6	19334	2870	4464	1762
Itgb7	81	50	46	71
Itgb8	2	2	5	2
Itgbl1	2	1	8	1
Itih1	1466	1969	709	1157
Itih2	120	203	675	223
Itih3	56	92	93	68
Itih4	9354	16560	13540	8639
Itih5	97	74	30	46
Itk	5	13	8	19
Itln1	8	12	19	6
Itm2a	2739	1572	5695	3196
Itm2b	45822	39366	43267	60270
Itm2c	19416	15553	21820	22409
Itpa	1901	1350	2801	2786
Itpk1	1169	1103	879	1383
Itpka	61	38	91	203
Itpkb	7236	3630	2412	2230
Itpkc	1020	806	1148	1071
Itpr1	7264	4848	4540	3810
Itpr2	788	1282	663	1307
Itpr3	10140	13426	13127	10620
Itprip	2271	539	442	369
Itpripl1	464	545	371	410
Itpripl2	7663	4801	4437	3964
Itsn1	3623	2117	2770	2221
Itsn2	4023	3045	3009	3693
Ivd	3982	3864	4938	9186
Ivl	73	117	247	6
Ivns1abp	9399	5341	8722	10589
Iws1	3255	1996	2275	2498
Iyd	245	102	106	108
Izumo1	6	4	9	6
Izumo1r	2	5	3	8
Izumo2	0	0	0	0
Izumo3	0	0	0	0
Izumo4	251	100	142	175
Jade1	567	541	644	827
Jade2	2486	2224	1997	2650
Jade3	2948	2040	2260	2590
Jag1	2068	2305	1629	1838
Jag2	1646	739	698	974
Jagn1	1693	1306	2555	2279
Jak1	7942	7934	6730	7173
Jak2	3936	3274	2972	3002
Jak3	1117	1474	2493	2019
Jakmip1	23	42	38	55
Jakmip2	0	0	1	0
Jakmip3	4	2	5	0
Jam2	97	121	94	89
Jam3	52	34	59	73
Jarid2	3004	2107	1242	1702
Jazf1	173	144	166	144
Jchain	3	1	0	2
Jdp2	2431	1276	1340	1444
Jkamp	1549	1005	1891	2039
Jmjd1c	7993	6247	6278	7019
Jmjd4	1009	772	797	783
Jmjd6	1775	1297	2048	2301
Jmjd7	4	5	0	4
Jmjd8	1583	1563	1831	1983
Jmy	3365	2729	1392	2043
Josd1	2275	2143	2491	3321
Josd2	1122	893	1898	2197
Jph1	348	228	317	356
Jph2	135	199	200	196
Jph3	12	2	14	19
Jph4	12	22	4	10
Jpx	172	138	124	176
Jrk	507	438	529	499
Jrkl	793	485	561	706
Jsrp1	0	2	1	5
Jtb	3268	2020	4545	5152
Jun	73662	53975	73714	135960
Junb	27485	19457	24843	38474
Jund	49830	42251	49585	73976
Jup	22690	18349	15429	11640
Kalrn	3066	4084	2993	3534
Kank1	1704	1414	927	1124
Kank2	18883	12838	15632	16532
Kank3	3825	2577	4420	4367
Kank4	648	241	52	77
Kank4os	10	2	0	1
Kansl1	5387	3973	2586	3254
Kansl1l	2503	1487	1812	2187
Kansl2	4401	3117	3764	4034
Kansl3	4260	2948	2812	3099
Kantr	479	307	239	227
Kap	0	0	0	0
Kars	6106	5820	8070	7315
Kat2a	1717	1745	1781	1789
Kat2b	4425	3668	3325	3990
Kat5	3754	3501	4011	4542
Kat6a	5952	5373	3286	3682
Kat6b	1997	1498	1169	1361
Kat7	5115	4605	3926	3564
Kat8	2114	1874	1582	1851
Katna1	1574	1076	2035	2495
Katnal1	699	372	385	462
Katnal2	4	9	13	12
Katnb1	1146	886	982	1205
Katnbl1	1707	964	1455	1350
Kazald1	118	66	90	119
Kazn	2910	730	728	542
Kbtbd11	811	1105	1265	1336
Kbtbd12	4	0	4	2
Kbtbd13	3	3	10	6
Kbtbd2	3336	2485	2740	2660
Kbtbd3	245	144	431	395
Kbtbd4	992	793	949	1118
Kbtbd6	11	12	13	8
Kbtbd7	1225	1010	805	905
Kbtbd8	90	58	134	175
Kcmf1	5913	4353	6877	7235
Kcna1	6	3	0	0
Kcna10	0	0	0	0
Kcna2	21	12	14	21
Kcna3	13	9	1	11
Kcna4	3	0	0	0
Kcna5	7	7	4	6
Kcna6	5	5	9	2
Kcna7	107	110	112	75
Kcnab1	47	64	43	53
Kcnab2	74	69	46	66
Kcnab3	68	90	87	109
Kcnb1	87	68	36	48
Kcnb2	33	17	10	9
Kcnc1	0	2	0	0
Kcnc2	16	22	36	138
Kcnc3	9687	7415	8857	11231
Kcnc4	1	1	4	0
Kcnd1	18	6	11	12
Kcnd2	1	0	0	0
Kcnd3	7	0	0	7
Kcnd3os	0	0	0	0
Kcne1	3	3	13	57
Kcne1l	7	4	3	6
Kcne2	4033	3120	6645	4849
Kcne3	36	23	51	31
Kcne4	62	104	212	189
Kcnf1	18	13	39	25
Kcng1	0	0	0	1
Kcng2	2	1	1	3
Kcng3	14	2	32	24
Kcng4	0	1	0	1
Kcnh1	76	59	20	46
Kcnh2	229	199	222	302
Kcnh3	8	7	2	4
Kcnh4	1	2	1	0
Kcnh5	0	0	0	0
Kcnh6	1	1	0	0
Kcnh7	5	0	3	3
Kcnh8	3	1	5	2
Kcnip1	0	1	1	6
Kcnip2	17	5	8	9
Kcnip3	13	15	13	7
Kcnip4	104	48	47	36
Kcnj1	0	0	0	0
Kcnj10	12	15	13	20
Kcnj11	17	15	18	13
Kcnj12	0	2	0	3
Kcnj13	941	1177	908	1725
Kcnj14	0	0	4	4
Kcnj15	9360	12587	14105	8771
Kcnj16	1	0	0	2
Kcnj2	1167	1637	1829	1583
Kcnj3	0	0	0	0
Kcnj4	6	12	15	21
Kcnj5	3	8	6	8
Kcnj6	2	0	0	0
Kcnj8	11	17	15	25
Kcnj9	1	1	0	1
Kcnk1	3246	2936	6673	3766
Kcnk10	0	0	0	0
Kcnk12	1	2	0	2
Kcnk13	20	22	78	48
Kcnk15	0	0	0	0
Kcnk16	0	0	0	0
Kcnk18	3	0	0	0
Kcnk2	386	337	554	435
Kcnk3	53	56	19	100
Kcnk4	11	1	8	16
Kcnk5	156	219	209	350
Kcnk6	289	318	222	363
Kcnk7	12	8	7	20
Kcnk9	0	0	0	0
Kcnma1	10	8	11	3
Kcnmb1	9	5	1	2
Kcnmb2	13	16	5	10
Kcnmb3	2	1	3	3
Kcnmb4	2	0	0	0
Kcnmb4os1	0	0	0	0
Kcnmb4os2	1	2	1	1
Kcnn1	24	20	54	83
Kcnn2	12	15	8	10
Kcnn3	200	88	140	77
Kcnn4	19	27	51	48
Kcnq1	1081	1828	1189	1728
Kcnq1ot1	1133	376	872	783
Kcnq2	0	3	1	1
Kcnq3	1	0	0	0
Kcnq4	37	34	29	30
Kcnq5	12	18	11	4
Kcnrg	87	48	84	82
Kcns1	18	11	22	30
Kcns2	1	0	0	0
Kcns3	30	68	57	30
Kcnt1	2	0	7	1
Kcnt2	0	0	0	0
Kcnu1	8	7	5	8
Kcnv1	0	1	0	0
Kcnv2	0	0	0	2
Kcp	25	11	26	34
Kctd1	1311	1684	1362	1246
Kctd10	10816	9425	12895	10064
