FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall ,
13129,GA,"Gordon County, Georgia",16.4%," 8,850 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.0%,32.2%,18.8%,31.9%," 4,640 ",64%,36%, $2.48 ," $3,777,900 ",
13131,GA,"Grady County, Georgia",19.7%," 4,870 ",130.0%,SNAP,185.0%,Other Nutrition Program,59.1%,20.4%,20.5%,30.3%," 1,940 ",70%,30%, $2.37 ," $1,986,700 ",
13133,GA,"Greene County, Georgia",22.1%," 3,500 ",130.0%,SNAP,185.0%,Other Nutrition Program,55.3%,20.2%,24.5%,29.3%," 1,000 ",82%,19%, $2.99 ," $1,801,340 ",
13135,GA,"Gwinnett County, Georgia",14.2%," 110,800 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.4%,23.4%,40.2%,23.8%," 53,560 ",53%,47%, $2.41 ," $45,963,430 ",
13137,GA,"Habersham County, Georgia",15.5%," 6,530 ",130.0%,SNAP,185.0%,Other Nutrition Program,42.9%,28.2%,28.9%,33.0%," 3,280 ",58%,42%, $2.67 ," $3,001,100 ",
13139,GA,"Hall County, Georgia",13.2%," 23,120 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.6%,35.0%,19.4%,28.9%," 13,930 ",60%,40%, $2.51 ," $9,988,890 ",
13141,GA,"Hancock County, Georgia",35.9%," 3,460 ",130.0%,SNAP,185.0%,Other Nutrition Program,69.7%,16.5%,13.9%,31.9%, 610 ,100%,0%, $2.75 ," $1,637,810 ",
13143,GA,"Haralson County, Georgia",17.4%," 4,980 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.7%,26.7%,24.6%,33.0%," 2,410 ",61%,39%, $2.44 ," $2,091,580 ",
13145,GA,"Harris County, Georgia",12.8%," 3,940 ",130.0%,SNAP,185.0%,Other Nutrition Program,30.8%,22.6%,46.6%,20.6%," 1,540 ",43%,57%, $2.91 ," $1,973,540 ",
13147,GA,"Hart County, Georgia",19.8%," 4,950 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.7%,23.9%,27.4%,31.1%," 1,740 ",68%,32%, $2.47 ," $2,104,540 ",
13149,GA,"Heard County, Georgia",18.5%," 2,170 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.1%,18.5%,33.3%,33.6%," 1,030 ",58%,42%, $2.78 ," $1,038,390 ",
13151,GA,"Henry County, Georgia",16.5%," 31,950 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.0%,16.4%,56.6%,21.1%," 11,890 ",47%,53%, $2.42 ," $13,308,890 ",
13153,GA,"Houston County, Georgia",15.1%," 20,320 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.8%,17.9%,43.3%,22.3%," 7,990 ",58%,42%, $2.46 ," $8,604,280 ",
13155,GA,"Irwin County, Georgia",22.6%," 2,180 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.5%,21.8%,25.7%,32.3%, 770 ,69%,31%, $2.42 ," $908,090 ",
13157,GA,"Jackson County, Georgia",15.4%," 8,990 ",130.0%,SNAP,185.0%,Other Nutrition Program,42.1%,22.6%,35.3%,28.7%," 4,400 ",51%,49%, $2.62 ," $4,054,310 ",
13159,GA,"Jasper County, Georgia",19.1%," 2,610 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.4%,21.1%,27.4%,29.9%," 1,050 ",67%,33%, $2.50 ," $1,123,150 ",
13161,GA,"Jeff Davis County, Georgia",21.1%," 3,070 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.5%,29.9%,18.6%,34.4%," 1,380 ",69%,31%, $2.38 ," $1,257,680 ",
13163,GA,"Jefferson County, Georgia",26.9%," 4,560 ",130.0%,SNAP,185.0%,Other Nutrition Program,58.2%,16.6%,25.2%,31.2%," 1,380 ",89%,11%, $2.48 ," $1,946,580 ",
13165,GA,"Jenkins County, Georgia",26.0%," 2,180 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.1%,31.0%,14.9%,32.5%, 650 ,85%,15%, $2.30 ," $863,060 ",
13167,GA,"Johnson County, Georgia",23.6%," 2,350 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.2%,19.4%,30.4%,31.4%, 680 ,80%,20%, $2.65 ," $1,071,940 ",
13169,GA,"Jones County, Georgia",16.4%," 4,640 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.9%,20.0%,41.2%,23.3%," 1,700 ",57%,43%, $2.55 ," $2,036,640 ",
13171,GA,"Lamar County, Georgia",21.1%," 3,770 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.2%,17.0%,32.9%,28.3%," 1,100 ",68%,32%, $2.55 ," $1,654,770 ",
13173,GA,"Lanier County, Georgia",18.1%," 1,710 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.3%,30.8%,12.9%,27.9%, 720 ,81%,19%, $2.31 ," $679,930 ",
13175,GA,"Laurens County, Georgia",21.6%," 10,370 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.4%,22.3%,26.4%,28.2%," 3,500 ",80%,20%, $2.44 ," $4,355,360 ",
13177,GA,"Lee County, Georgia",13.3%," 3,730 ",130.0%,SNAP,185.0%,Other Nutrition Program,30.1%,19.3%,50.5%,21.6%," 1,730 ",39%,61%, $2.57 ," $1,650,050 ",
13179,GA,"Liberty County, Georgia",19.0%," 12,160 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.0%,21.2%,28.8%,24.9%," 4,810 ",80%,20%, $2.34 ," $4,897,850 ",
13181,GA,"Lincoln County, Georgia",21.7%," 1,760 ",130.0%,SNAP,185.0%,Other Nutrition Program,55.7%,18.4%,25.9%,32.2%, 570 ,80%,20%, $2.76 ," $836,140 ",
13183,GA,"Long County, Georgia",15.3%," 2,010 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.8%,35.9%,14.3%,24.0%, 920 ,73%,27%, $2.70 ," $934,150 ",
13185,GA,"Lowndes County, Georgia",19.2%," 20,180 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.3%,22.1%,25.6%,25.1%," 6,440 ",80%,20%, $2.40 ," $8,336,580 ",
13187,GA,"Lumpkin County, Georgia",15.0%," 4,340 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.3%,28.3%,32.4%,28.2%," 1,680 ",43%,57%, $2.43 ," $1,815,310 ",
13189,GA,"McDuffie County, Georgia",20.4%," 4,430 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.4%,23.9%,25.7%,25.2%," 1,440 ",81%,19%, $2.43 ," $1,852,960 ",
13191,GA,"McIntosh County, Georgia",20.1%," 2,780 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.9%,24.7%,27.4%,25.7%, 820 ,79%,21%, $2.81 ," $1,344,640 ",
13193,GA,"Macon County, Georgia",28.6%," 4,160 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.9%,16.6%,28.5%,32.3%," 1,130 ",97%,3%, $2.36 ," $1,689,900 ",
13195,GA,"Madison County, Georgia",14.9%," 4,130 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.8%,26.9%,22.3%,27.7%," 1,890 ",67%,33%, $2.49 ," $1,770,130 ",
13197,GA,"Marion County, Georgia",19.9%," 1,670 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.8%,17.9%,28.3%,29.9%, 630 ,76%,24%, $2.66 ," $764,630 ",
13199,GA,"Meriwether County, Georgia",21.7%," 4,880 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.4%,29.2%,26.4%,26.6%," 1,410 ",85%,15%, $2.49 ," $2,091,580 ",
13201,GA,"Miller County, Georgia",17.5%," 1,070 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.6%,18.8%,23.6%,23.7%, 340 ,83%,17%, $2.75 ," $506,490 ",
13205,GA,"Mitchell County, Georgia",22.2%," 5,260 ",130.0%,SNAP,185.0%,Other Nutrition Program,55.8%,19.5%,24.7%,25.7%," 1,560 ",100%,0%, $2.47 ," $2,236,340 ",
13207,GA,"Monroe County, Georgia",16.0%," 4,150 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.9%,24.4%,38.7%,23.5%," 1,360 ",67%,34%, $2.45 ," $1,750,130 ",
13209,GA,"Montgomery County, Georgia",18.8%," 1,710 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.3%,22.3%,34.4%,26.6%, 550 ,72%,28%, $2.60 ," $765,290 ",
13211,GA,"Morgan County, Georgia",17.2%," 3,060 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.0%,17.0%,37.0%,24.2%," 1,040 ",63%,38%, $2.44 ," $1,285,190 ",
13213,GA,"Murray County, Georgia",15.8%," 6,310 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.1%,41.4%,5.6%,32.3%," 3,440 ",73%,27%, $2.53 ," $2,747,930 ",
13215,GA,"Muscogee County, Georgia",19.8%," 37,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.3%,16.2%,40.5%,23.9%," 11,190 ",74%,26%, $2.56 ," $16,401,060 ",
13217,GA,"Newton County, Georgia",19.5%," 18,880 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.4%,22.2%,40.4%,23.6%," 6,580 ",68%,32%, $2.48 ," $8,059,520 ",
13219,GA,"Oconee County, Georgia",10.2%," 3,230 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.8%,21.0%,51.2%,21.6%," 1,940 ",33%,67%, $2.69 ," $1,495,580 ",
13221,GA,"Oglethorpe County, Georgia",16.4%," 2,390 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.9%,22.7%,30.3%,25.6%, 910 ,60%,40%, $2.80 ," $1,151,890 ",
13223,GA,"Paulding County, Georgia",14.6%," 19,650 ",130.0%,SNAP,185.0%,Other Nutrition Program,30.5%,23.3%,46.2%,23.2%," 9,500 ",47%,53%, $2.42 ," $8,185,280 ",
13225,GA,"Peach County, Georgia",23.4%," 6,290 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.9%,13.9%,38.2%,33.0%," 2,040 ",72%,28%, $2.45 ," $2,652,600 ",
13227,GA,"Pickens County, Georgia",13.4%," 3,900 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.6%,32.6%,28.8%,27.3%," 1,780 ",53%,47%, $2.47 ," $1,658,120 ",
13229,GA,"Pierce County, Georgia",15.4%," 2,800 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.9%,29.5%,24.5%,27.3%," 1,290 ",64%,36%, $2.73 ," $1,315,760 ",
13231,GA,"Pike County, Georgia",14.7%," 2,560 ",130.0%,SNAP,185.0%,Other Nutrition Program,34.8%,25.9%,39.4%,26.4%," 1,200 ",51%,49%, $2.69 ," $1,185,350 ",
13233,GA,"Polk County, Georgia",16.9%," 6,930 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.9%,31.4%,15.7%,30.0%," 3,210 ",70%,30%, $2.41 ," $2,874,790 ",
13235,GA,"Pulaski County, Georgia",16.7%," 1,940 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.2%,30.2%,34.6%,20.0%, 470 ,67%,33%, $2.47 ," $824,810 ",
13237,GA,"Putnam County, Georgia",17.8%," 3,720 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.7%,38.1%,20.2%,24.2%," 1,070 ",84%,16%, $2.42 ," $1,549,580 ",
13239,GA,"Quitman County, Georgia",27.4%, 690 ,130.0%,SNAP,185.0%,Other Nutrition Program,74.7%,13.2%,12.1%,30.9%, 190 ,100%,0%, $2.81 ," $333,740 ",
13241,GA,"Rabun County, Georgia",16.7%," 2,710 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.7%,31.7%,20.6%,31.3%," 1,070 ",56%,44%, $2.55 ," $1,189,500 ",
13243,GA,"Randolph County, Georgia",27.0%," 2,080 ",130.0%,SNAP,185.0%,Other Nutrition Program,63.0%,20.4%,16.6%,32.9%, 530 ,99%,1%, $2.89 ," $1,034,710 ",
13245,GA,"Richmond County, Georgia",22.9%," 45,300 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.2%,14.0%,34.7%,26.4%," 12,860 ",85%,15%, $2.34 ," $18,246,090 ",
13247,GA,"Rockdale County, Georgia",19.2%," 15,980 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.5%,17.6%,44.8%,23.0%," 5,090 ",65%,35%, $2.43 ," $6,684,030 ",
13249,GA,"Schley County, Georgia",21.0%," 1,000 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.6%,40.5%,14.9%,30.3%, 430 ,72%,28%, $2.77 ," $476,800 ",
13251,GA,"Screven County, Georgia",23.8%," 3,520 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.5%,25.8%,27.7%,26.4%," 1,000 ",81%,20%, $2.35 ," $1,423,860 ",
13253,GA,"Seminole County, Georgia",21.7%," 1,910 ",130.0%,SNAP,185.0%,Other Nutrition Program,61.0%,24.2%,14.8%,29.1%, 580 ,96%,4%, $2.43 ," $798,910 ",
13255,GA,"Spalding County, Georgia",21.9%," 13,850 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.3%,16.8%,31.9%,29.6%," 4,750 ",70%,30%, $2.46 ," $5,864,630 ",
13257,GA,"Stephens County, Georgia",17.1%," 4,410 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.0%,25.9%,20.1%,29.7%," 1,710 ",67%,33%, $2.45 ," $1,859,770 ",
13259,GA,"Stewart County, Georgia",24.6%," 1,430 ",130.0%,SNAP,185.0%,Other Nutrition Program,58.8%,9.0%,32.2%,26.4%, 360 ,82%,18%, $2.88 ," $708,900 ",
13261,GA,"Sumter County, Georgia",25.6%," 8,420 ",130.0%,SNAP,185.0%,Other Nutrition Program,59.3%,14.1%,26.6%,29.7%," 2,530 ",85%,15%, $2.44 ," $3,536,370 ",
13263,GA,"Talbot County, Georgia",22.9%," 1,590 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.3%,11.3%,32.4%,22.3%, 350 ,83%,17%, $2.76 ," $755,370 ",
13265,GA,"Taliaferro County, Georgia",28.3%, 580 ,130.0%,SNAP,185.0%,Other Nutrition Program,83.7%,6.8%,9.5%,37.6%, 160 ,95%,5%, $2.54 ," $253,580 ",
13267,GA,"Tattnall County, Georgia",18.8%," 4,570 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.9%,22.5%,25.6%,28.3%," 1,450 ",73%,27%, $2.27 ," $1,785,660 ",
13269,GA,"Taylor County, Georgia",26.0%," 2,300 ",130.0%,SNAP,185.0%,Other Nutrition Program,65.1%,19.2%,15.7%,32.6%, 710 ,86%,14%, $2.73 ," $1,080,800 ",
13271,GA,"Telfair County, Georgia",27.5%," 4,410 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.4%,22.3%,28.3%,35.7%," 1,110 ",83%,17%, $2.32 ," $1,761,090 ",
13273,GA,"Terrell County, Georgia",26.5%," 2,550 ",130.0%,SNAP,185.0%,Other Nutrition Program,59.2%,12.5%,28.3%,28.4%, 700 ,94%,6%, $2.46 ," $1,079,770 ",
13275,GA,"Thomas County, Georgia",20.3%," 9,010 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.4%,18.9%,27.7%,26.6%," 2,950 ",78%,22%, $2.52 ," $3,908,240 ",
13277,GA,"Tift County, Georgia",20.7%," 8,230 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.9%,23.3%,24.9%,30.7%," 3,160 ",73%,27%, $2.43 ," $3,442,400 ",
13279,GA,"Toombs County, Georgia",20.0%," 5,430 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.7%,20.4%,21.9%,30.7%," 2,290 ",72%,28%, $2.38 ," $2,224,500 ",
13281,GA,"Towns County, Georgia",12.8%," 1,340 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.2%,44.8%,17.0%,26.5%, 410 ,78%,22%, $2.91 ," $671,200 ",
13283,GA,"Treutlen County, Georgia",22.6%," 1,540 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.6%,21.7%,21.7%,30.9%, 530 ,82%,18%, $2.58 ," $683,910 ",
13285,GA,"Troup County, Georgia",20.3%," 13,350 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.5%,20.9%,31.5%,28.3%," 4,950 ",73%,27%, $2.50 ," $5,744,830 ",
13287,GA,"Turner County, Georgia",24.2%," 2,190 ",130.0%,SNAP,185.0%,Other Nutrition Program,59.7%,15.7%,24.6%,28.7%, 700 ,99%,1%, $2.64 ," $995,180 ",
13289,GA,"Twiggs County, Georgia",22.2%," 2,080 ",130.0%,SNAP,185.0%,Other Nutrition Program,58.4%,19.1%,22.5%,26.1%, 530 ,82%,18%, $2.71 ," $970,260 ",
13291,GA,"Union County, Georgia",13.8%," 2,900 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.7%,28.0%,30.3%,26.7%," 1,000 ",54%,46%, $2.52 ," $1,257,920 ",
13293,GA,"Upson County, Georgia",20.6%," 5,620 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.3%,25.9%,23.8%,28.6%," 1,850 ",79%,21%, $2.44 ," $2,360,380 ",
13295,GA,"Walker County, Georgia",14.7%," 10,000 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.4%,35.0%,19.6%,28.3%," 4,540 ",62%,39%, $2.49 ," $4,286,030 ",
13297,GA,"Walton County, Georgia",15.6%," 12,720 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.3%,27.2%,34.4%,25.7%," 5,600 ",61%,40%, $2.55 ," $5,583,200 ",
13299,GA,"Ware County, Georgia",20.0%," 7,190 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.7%,19.7%,33.6%,29.6%," 2,500 ",70%,30%, $2.34 ," $2,896,010 ",
13301,GA,"Warren County, Georgia",29.6%," 1,750 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.4%,15.1%,30.4%,30.9%, 430 ,84%,16%, $2.66 ," $801,260 ",
13303,GA,"Washington County, Georgia",27.4%," 5,790 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.4%,13.7%,28.9%,30.4%," 1,560 ",87%,13%, $2.41 ," $2,401,880 ",
13305,GA,"Wayne County, Georgia",19.0%," 5,660 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.9%,25.3%,24.7%,29.3%," 2,190 ",75%,25%, $2.37 ," $2,308,980 ",
13307,GA,"Webster County, Georgia",20.8%, 570 ,130.0%,SNAP,185.0%,Other Nutrition Program,70.2%,14.6%,15.1%,27.9%, 190 ,93%,7%, $2.49 ," $244,300 ",
13309,GA,"Wheeler County, Georgia",22.4%," 1,590 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.9%,10.8%,51.4%,27.9%, 340 ,80%,20%, $2.55 ," $697,900 ",
13311,GA,"White County, Georgia",15.7%," 4,170 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.6%,26.3%,27.1%,30.1%," 1,760 ",57%,43%, $2.51 ," $1,801,630 ",
13313,GA,"Whitfield County, Georgia",15.7%," 15,680 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.5%,36.1%,14.4%,33.9%," 9,480 ",58%,42%, $2.50 ," $6,747,480 ",
13315,GA,"Wilcox County, Georgia",23.1%," 2,090 ",130.0%,SNAP,185.0%,Other Nutrition Program,42.8%,17.5%,39.8%,32.7%, 590 ,76%,24%, $2.69 ," $967,730 ",
13317,GA,"Wilkes County, Georgia",23.4%," 2,480 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.4%,25.3%,18.2%,29.8%, 690 ,91%,9%, $2.48 ," $1,058,670 ",
13319,GA,"Wilkinson County, Georgia",22.4%," 2,170 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.3%,11.2%,40.4%,29.6%, 720 ,70%,30%, $2.61 ," $974,890 ",
13321,GA,"Worth County, Georgia",20.1%," 4,360 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.9%,30.1%,21.1%,28.3%," 1,520 ",80%,20%, $2.34 ," $1,756,140 ",
15001,HI,"Hawaii County, Hawaii",15.8%," 28,560 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",60.6%,N/A,39.4%,24.9%," 10,230 ",52%,48%, $2.66 ," $13,076,620 ",
15003,HI,"Honolulu County, Hawaii",11.8%," 110,180 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",49.8%,N/A,50.2%,18.4%," 37,780 ",45%,55%, $2.58 ," $48,930,330 ",
15005,HI,"Kalawao County, Hawaii",13.6%, 10 ,200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",43.6%,N/A,56.4%,,,0%,0%, $-   , $-   ,
15007,HI,"Kauai County, Hawaii",13.7%," 8,980 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",52.0%,N/A,48.0%,20.5%," 3,030 ",40%,60%, $2.47 ," $3,817,940 ",
15009,HI,"Maui County, Hawaii",13.4%," 20,220 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",54.5%,N/A,45.5%,20.9%," 7,240 ",46%,54%, $2.92 ," $10,162,950 ",
16001,ID,"Ada County, Idaho",15.1%," 57,320 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.5%,16.0%,50.5%,19.0%," 18,960 ",51%,49%, $2.79 ," $27,527,450 ",
16003,ID,"Adams County, Idaho",21.7%, 850 ,130.0%,SNAP,185.0%,Other Nutrition Program,38.9%,22.6%,38.5%,26.3%, 220 ,68%,32%, $2.73 ," $399,430 ",
16005,ID,"Bannock County, Idaho",15.9%," 12,790 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.4%,16.5%,39.1%,20.6%," 4,510 ",59%,41%, $2.48 ," $5,459,810 ",
16007,ID,"Bear Lake County, Idaho",14.7%, 890 ,130.0%,SNAP,185.0%,Other Nutrition Program,43.5%,23.8%,32.7%,18.3%, 300 ,65%,35%, $2.07 ," $317,110 ",
16009,ID,"Benewah County, Idaho",20.2%," 1,880 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.1%,24.2%,28.6%,26.2%, 590 ,76%,24%, $2.69 ," $870,490 ",
16011,ID,"Bingham County, Idaho",14.7%," 6,540 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.4%,26.5%,28.1%,20.7%," 3,030 ",68%,32%, $2.50 ," $2,814,320 ",
16013,ID,"Blaine County, Idaho",14.5%," 3,090 ",130.0%,SNAP,185.0%,Other Nutrition Program,31.9%,13.6%,54.4%,20.0%," 1,020 ",44%,56%, $3.76 ," $1,999,870 ",
16015,ID,"Boise County, Idaho",17.5%," 1,240 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.9%,8.3%,53.8%,23.8%, 350 ,45%,55%, $2.73 ," $582,690 ",
16017,ID,"Bonner County, Idaho",19.0%," 7,740 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.3%,19.3%,40.3%,25.8%," 2,290 ",64%,36%, $2.62 ," $3,490,580 ",
16019,ID,"Bonneville County, Idaho",13.8%," 13,860 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.1%,23.6%,37.4%,18.6%," 5,800 ",63%,37%, $2.48 ," $5,916,580 ",
16021,ID,"Boundary County, Idaho",22.0%," 2,370 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.0%,31.2%,25.8%,28.0%, 760 ,76%,24%, $3.01 ," $1,227,920 ",
16023,ID,"Butte County, Idaho",14.6%, 420 ,130.0%,SNAP,185.0%,Other Nutrition Program,39.3%,22.4%,38.4%,19.3%, 130 ,57%,43%, $2.71 ," $195,920 ",
16025,ID,"Camas County, Idaho",18.8%, 230 ,130.0%,SNAP,185.0%,Other Nutrition Program,49.6%,23.1%,27.3%,28.3%, 90 ,79%,21%, $2.72 ," $107,680 ",
16027,ID,"Canyon County, Idaho",17.7%," 32,310 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.6%,26.8%,26.7%,26.0%," 14,760 ",67%,33%, $2.49 ," $13,848,160 ",
16029,ID,"Caribou County, Idaho",14.2%, 980 ,130.0%,SNAP,185.0%,Other Nutrition Program,43.3%,19.6%,37.1%,18.1%, 350 ,69%,31%, $2.57 ," $433,530 ",
16031,ID,"Cassia County, Idaho",14.4%," 3,180 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.3%,39.1%,11.6%,21.1%," 1,530 ",80%,21%, $2.69 ," $1,472,430 ",
16033,ID,"Clark County, Idaho",13.3%, 110 ,130.0%,SNAP,185.0%,Other Nutrition Program,47.3%,52.7%,0.0%,25.3%, 60 ,80%,20%, $2.72 ," $51,500 ",
16035,ID,"Clearwater County, Idaho",20.2%," 1,770 ",130.0%,SNAP,185.0%,Other Nutrition Program,30.9%,22.4%,46.7%,25.3%, 400 ,59%,41%, $2.69 ," $819,560 ",
16037,ID,"Custer County, Idaho",15.3%, 650 ,130.0%,SNAP,185.0%,Other Nutrition Program,47.8%,12.1%,40.1%,20.4%, 200 ,60%,40%, $2.72 ," $304,330 ",
16039,ID,"Elmore County, Idaho",15.7%," 4,190 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.3%,25.9%,33.7%,22.6%," 1,720 ",68%,32%, $2.53 ," $1,824,690 ",
16041,ID,"Franklin County, Idaho",13.9%," 1,740 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.1%,16.9%,34.9%,19.7%, 870 ,64%,37%, $2.40 ," $718,810 ",
16043,ID,"Fremont County, Idaho",15.3%," 1,990 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.5%,44.2%,15.3%,19.8%, 790 ,94%,6%, $2.91 ," $996,790 ",
16045,ID,"Gem County, Idaho",18.1%," 3,030 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.5%,20.4%,39.1%,23.6%, 970 ,71%,29%, $3.06 ," $1,595,950 ",
16047,ID,"Gooding County, Idaho",14.6%," 2,210 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.7%,27.7%,20.6%,21.7%, 960 ,71%,29%, $2.76 ," $1,049,920 ",
16049,ID,"Idaho County, Idaho",19.5%," 3,110 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.3%,22.3%,29.4%,27.2%, 910 ,63%,37%, $2.69 ," $1,440,020 ",
16051,ID,"Jefferson County, Idaho",14.0%," 3,440 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.4%,29.6%,32.0%,18.5%," 1,570 ",66%,34%, $2.97 ," $1,758,610 ",
16053,ID,"Jerome County, Idaho",15.1%," 3,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.0%,33.1%,19.8%,23.9%," 1,560 ",70%,30%, $2.51 ," $1,391,190 ",
16055,ID,"Kootenai County, Idaho",17.1%," 23,070 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.6%,19.1%,43.3%,22.0%," 7,270 ",58%,42%, $2.54 ," $10,086,420 ",
16057,ID,"Latah County, Idaho",17.6%," 6,440 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.1%,12.0%,41.9%,20.7%," 1,380 ",58%,42%, $2.94 ," $3,259,030 ",
16059,ID,"Lemhi County, Idaho",19.0%," 1,500 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.6%,17.2%,31.3%,28.6%, 430 ,76%,24%, $2.58 ," $666,140 ",
16061,ID,"Lewis County, Idaho",15.1%, 570 ,130.0%,SNAP,185.0%,Other Nutrition Program,51.1%,25.4%,23.5%,23.6%, 190 ,75%,25%, $2.69 ," $263,930 ",
